"id","name","gene_type","corr","pval","padj","stat"
"ENSG00000283108.2","ENSG00000283108","lncRNA",0.232448477291033,1.8820699999619e-15,6.67722779253686e-15,8.0623134999306
"ENSG00000248479.1","ENSG00000248479","lncRNA",-0.232442106773399,1.88547581372041e-15,6.68731892239729e-15,-8.06207992277356
"ENSG00000230725.6","ENSG00000230725","lncRNA",-0.232380549295941,1.91869961087217e-15,6.80312961163666e-15,-8.05982295380247
"ENSG00000227540.1","DNAJC9-AS1","lncRNA",0.232361973167147,1.9288381386109e-15,6.83704233061185e-15,8.05914189099705
"ENSG00000255321.1","ENSG00000255321","lncRNA",0.232326280486508,1.94846668898638e-15,6.90456360185296e-15,8.05783330450683
"ENSG00000262136.2","NQO1-DT","lncRNA",0.232289279450673,1.96902213221136e-15,6.97532825539479e-15,8.05647678663848
"ENSG00000289244.1","ENSG00000289244","lncRNA",0.232281103155811,1.973593057825e-15,6.98944196214563e-15,8.05617703542155
"ENSG00000225742.6","LINC02036","lncRNA",0.232277137364386,1.97581387505492e-15,6.99522688819979e-15,8.05603164615782
"ENSG00000251372.6","LINC00499","lncRNA",0.232235280654627,1.99940374679997e-15,7.07664149313154e-15,8.05449716971393
"ENSG00000230806.1","SRGAP2-AS1","lncRNA",0.232184500990676,2.0283945902907e-15,7.17711811359544e-15,8.05263563924842
"ENSG00000266711.1","ENSG00000266711","lncRNA",0.23215802405062,2.04367423927151e-15,7.22903480538274e-15,8.05166504935192
"ENSG00000287099.1","ENSG00000287099","lncRNA",0.232124615645269,2.06311560617298e-15,7.29563743156775e-15,8.05044039325884
"ENSG00000259617.1","ENSG00000259617","lncRNA",0.232068076386847,2.09643273989426e-15,7.4112537643635e-15,8.04836789519463
"ENSG00000205231.1","TTLL10-AS1","lncRNA",0.232064289536344,2.09868304572878e-15,7.41700744054296e-15,8.04822908781811
"ENSG00000230782.1","ENSG00000230782","lncRNA",0.232049740222457,2.10735097911706e-15,7.44543167050851e-15,8.04769578488851
"ENSG00000225285.1","LINC01770","lncRNA",-0.232041314144705,2.11238700938454e-15,7.46101105627814e-15,-8.04738693087637
"ENSG00000285704.1","ENSG00000285704","lncRNA",0.232039434766107,2.11351187465529e-15,7.46277095379321e-15,8.04731804337773
"ENSG00000253307.1","ENSG00000253307","lncRNA",0.232033564147346,2.11702941428319e-15,7.47297579256455e-15,8.0471028599711
"ENSG00000257096.1","ENSG00000257096","lncRNA",0.231986377595976,2.14551242623346e-15,7.56903228567551e-15,8.04537330383324
"ENSG00000288938.1","ENSG00000288938","lncRNA",0.231987318989135,2.14494050955183e-15,7.56903228567551e-15,8.04540780867783
"ENSG00000255250.2","ENSG00000255250","lncRNA",-0.231960181459484,2.16148743762759e-15,7.62313159080385e-15,-8.04441314750587
"ENSG00000260948.1","ENSG00000260948","lncRNA",-0.231956146434261,2.16395846466186e-15,7.62958712673853e-15,-8.04426525501306
"ENSG00000288573.2","ENSG00000288573","lncRNA",0.231946682012044,2.1697653304604e-15,7.64779671079709e-15,8.04391836497658
"ENSG00000288720.1","ENSG00000288720","lncRNA",0.231910796736141,2.19192217030117e-15,7.72360741073578e-15,8.04260311964888
"ENSG00000226899.1","ENSG00000226899","lncRNA",0.231898739543508,2.19941653461967e-15,7.74772284156175e-15,8.04216121453989
"ENSG00000253704.3","VIRMA-DT","lncRNA",0.231884721467104,2.20816140730321e-15,7.77622778266742e-15,8.04164744650202
"ENSG00000234945.8","GTF3C2-AS1","lncRNA",0.231839554049764,2.23657136552865e-15,7.87394766876921e-15,8.03999207882664
"ENSG00000248787.2","ENSG00000248787","lncRNA",0.231825593102247,2.24542520116795e-15,7.90278195801131e-15,8.03948042683553
"ENSG00000256712.1","ENSG00000256712","lncRNA",0.23181756332819,2.25053317559653e-15,7.91841953363506e-15,8.03918614762008
"ENSG00000228817.4","BACH1-IT2","lncRNA",0.231778227499049,2.27572142813132e-15,8.00467873864265e-15,8.03774457337569
"ENSG00000289298.1","ENSG00000289298","lncRNA",-0.231702707091744,2.32485961993638e-15,8.17510424370897e-15,-8.03497702829668
"ENSG00000227017.1","ENSG00000227017","lncRNA",0.231667884589658,2.34786733806895e-15,8.25357142750921e-15,8.03370096342954
"ENSG00000273004.1","ENSG00000273004","lncRNA",0.23163185677839,2.37190709792787e-15,8.33561921992356e-15,8.03238076455341
"ENSG00000262692.1","ENSG00000262692","lncRNA",0.231622827804441,2.37796956666816e-15,8.3544594510377e-15,8.03204991336796
"ENSG00000258210.1","ENSG00000258210","lncRNA",0.231606554267587,2.38893487778305e-15,8.38803490400829e-15,8.03145360320296
"ENSG00000287710.1","ENSG00000287710","lncRNA",0.231607019629406,2.38862062164813e-15,8.38803490400829e-15,8.03147065532724
"ENSG00000214894.7","LINC00243","lncRNA",0.231595647990812,2.39631147723429e-15,8.4114558484705e-15,8.03105396919156
"ENSG00000277182.1","ENSG00000277182","lncRNA",0.231569584813265,2.41403049086275e-15,8.47115590635691e-15,8.03009896034101
"ENSG00000234428.2","ENSG00000234428","lncRNA",0.231554267886739,2.42450372810056e-15,8.50540188561934e-15,8.02953772492754
"ENSG00000288896.1","ENSG00000288896","lncRNA",0.231524300879647,2.44512363460452e-15,8.57521274680207e-15,8.02843970659615
"ENSG00000222032.2","ENSG00000222032","lncRNA",0.231463832334109,2.48725775674531e-15,8.7204120938583e-15,8.02622415774204
"ENSG00000259319.2","JDP2-AS1","lncRNA",-0.231459339668502,2.49041656214399e-15,8.72714453414997e-15,-8.02605955178331
"ENSG00000262899.1","ENSG00000262899","lncRNA",0.231459017095749,2.49064351566547e-15,8.72714453414997e-15,8.02604773311972
"ENSG00000253539.1","ENSG00000253539","lncRNA",0.231414836760666,2.52192054979645e-15,8.83413933766933e-15,8.02442904713502
"ENSG00000286990.1","ENSG00000286990","lncRNA",0.231383225387128,2.54453625247823e-15,8.91074000794346e-15,8.0232708969122
"ENSG00000259351.1","ENSG00000259351","lncRNA",0.231375326675283,2.55021829491282e-15,8.92801290194347e-15,8.02298151491725
"ENSG00000281016.1","ENSG00000281016","lncRNA",0.231360525981528,2.56089898563751e-15,8.96277017894292e-15,8.02243927224281
"ENSG00000272678.1","ENSG00000272678","lncRNA",-0.231317936525569,2.59187902959009e-15,9.06853091727908e-15,-8.0208789849384
"ENSG00000273428.4","ENSG00000273428","lncRNA",0.231309290519482,2.59821308791112e-15,9.08802287137193e-15,8.02056223987004
"ENSG00000264273.1","ENSG00000264273","lncRNA",0.231290919636338,2.61172216254238e-15,9.13259276449787e-15,8.01988923213087
"ENSG00000226533.1","BTBD9-AS1","lncRNA",0.231288065897027,2.61382685596097e-15,9.13470959962549e-15,8.01978468769037
"ENSG00000234139.5","ENSG00000234139","lncRNA",0.23128801895933,2.61386148744951e-15,9.13470959962549e-15,8.01978296816749
"ENSG00000256278.1","ENSG00000256278","lncRNA",0.231242700219949,2.64750988943454e-15,9.24958720538732e-15,8.01812278203145
"ENSG00000289349.1","ENSG00000289349","lncRNA",0.231214537171756,2.66863471112235e-15,9.32065671831882e-15,8.01709109748488
"ENSG00000269371.1","ENSG00000269371","lncRNA",-0.231201260628082,2.67865071894922e-15,9.35289652966438e-15,-8.0166047510899
"ENSG00000234789.1","ENSG00000234789","lncRNA",0.23119458945868,2.68369748695551e-15,9.36777170856979e-15,8.01636037457475
"ENSG00000249635.1","ENSG00000249635","lncRNA",0.231172755515828,2.70028042869372e-15,9.42289478632939e-15,8.01556056770097
"ENSG00000231758.3","ARHGAP15-AS1","lncRNA",0.231166211564148,2.70527017603476e-15,9.43618241538275e-15,8.0153208563873
"ENSG00000234361.1","ENSG00000234361","lncRNA",0.231165684059622,2.70567279164837e-15,9.43618241538275e-15,8.01530153343363
"ENSG00000228436.4","ENSG00000228436","lncRNA",0.231148607713006,2.71873811828309e-15,9.47897277188279e-15,8.0146760159054
"ENSG00000287458.1","ENSG00000287458","lncRNA",0.231144574895676,2.72183272225972e-15,9.4869849933021e-15,8.01452829236245
"ENSG00000253848.1","RBM12B-DT","lncRNA",0.231143158822623,2.72292017500235e-15,9.48799862032709e-15,8.01447642120294
"ENSG00000289089.1","ENSG00000289089","lncRNA",0.231136236349239,2.72824234047503e-15,9.50376316907213e-15,8.01422284980454
"ENSG00000260145.1","ENSG00000260145","lncRNA",0.231109977390552,2.74852402747187e-15,9.57161437637134e-15,8.01326099129172
"ENSG00000224116.7","INHBA-AS1","lncRNA",0.231104107030907,2.75307836784108e-15,9.58467213124445e-15,8.01304596414523
"ENSG00000233993.1","DTD1-AS1","lncRNA",0.231073155342271,2.77721429205159e-15,9.66587440629294e-15,8.01191224083929
"ENSG00000259941.1","ENSG00000259941","lncRNA",0.230889373785885,2.92487140739225e-15,1.01768093666496e-14,8.00518107155031
"ENSG00000257653.1","ENSG00000257653","lncRNA",0.230831603683051,2.97286117675094e-15,1.03407641983364e-14,8.00306537517159
"ENSG00000287715.1","ENSG00000287715","lncRNA",0.230811827696117,2.98946637176869e-15,1.03954874416832e-14,8.00234114593895
"ENSG00000286451.1","ENSG00000286451","lncRNA",-0.230794368236668,3.00420224414582e-15,1.04436803058309e-14,-8.00170176046704
"ENSG00000228886.1","ENSG00000228886","lncRNA",0.230777999004172,3.01808282460373e-15,1.04888726119143e-14,8.00110230777459
"ENSG00000264985.4","ENSG00000264985","lncRNA",0.230759510404576,3.03383641124815e-15,1.05405459912385e-14,8.00042525101256
"ENSG00000260172.2","LINC01413","lncRNA",0.230751770893931,3.04045500215866e-15,1.05604605061854e-14,8.00014183107364
"ENSG00000286894.1","ENSG00000286894","lncRNA",0.230725744947562,3.06281591067577e-15,1.06350255090812e-14,7.99918877584626
"ENSG00000267044.1","ENSG00000267044","lncRNA",0.230682694004472,3.10015981228938e-15,1.07615573781307e-14,7.99761231481115
"ENSG00000269473.1","ZNF132-DT","lncRNA",0.23063254195492,3.14422831926081e-15,1.091135177226e-14,7.99577588445143
"ENSG00000260733.1","ENSG00000260733","lncRNA",0.230594237196905,3.17830099614512e-15,1.10263806769847e-14,7.99437331471421
"ENSG00000236936.1","ENSG00000236936","lncRNA",0.230584449977946,3.18706495454204e-15,1.10535654072789e-14,7.99401495150676
"ENSG00000229807.13","XIST","lncRNA",-0.230462431222457,3.29834180388387e-15,1.14361720187065e-14,-7.98954739766767
"ENSG00000259664.3","LINC02254","lncRNA",0.230407450564286,3.34972247569934e-15,1.16109414102384e-14,7.9875344843597
"ENSG00000253773.4","CFAP418-AS1","lncRNA",0.230402288501397,3.35458676326109e-15,1.16244190719929e-14,7.98734549868142
"ENSG00000287619.1","ENSG00000287619","lncRNA",-0.230338074692237,3.41568008087398e-15,1.18326788141969e-14,-7.9849946588532
"ENSG00000288922.1","ENSG00000288922","lncRNA",0.230279433869837,3.47242619258178e-15,1.2025762126679e-14,7.98284793989459
"ENSG00000255458.8","SMIM14-DT","lncRNA",0.230264818443048,3.48671308499904e-15,1.2071730477424e-14,7.98231291371213
"ENSG00000251139.2","ENSG00000251139","lncRNA",0.230261813960977,3.489657184627e-15,1.20784124001475e-14,7.98220292949715
"ENSG00000249084.1","ENSG00000249084","lncRNA",0.230216137160041,3.53471822206274e-15,1.22308233657081e-14,7.98053088160909
"ENSG00000224034.1","LINC02561","lncRNA",0.230195213215869,3.55555069581637e-15,1.22993345301112e-14,7.97976495697656
"ENSG00000255284.3","ENSG00000255284","lncRNA",0.230107902049303,3.64379085123392e-15,1.26009143548769e-14,7.97656904258026
"ENSG00000261216.1","ENSG00000261216","lncRNA",0.23010460646848,3.64716333077979e-15,1.26052568977328e-14,7.97644841601252
"ENSG00000272666.1","KLHDC7B-DT","lncRNA",0.230105125205567,3.64663228608606e-15,1.26052568977328e-14,7.97646740307863
"ENSG00000258256.1","ENSG00000258256","lncRNA",0.230062612311036,3.6904070401016e-15,1.27510147512649e-14,7.97491134933381
"ENSG00000226856.8","THORLNC","lncRNA",0.23005316164692,3.70020818919123e-15,1.27811715583723e-14,7.9745654433918
"ENSG00000255968.1","ENSG00000255968","lncRNA",0.230025976555587,3.72854438421427e-15,1.28753156323549e-14,7.97357044886117
"ENSG00000229334.1","ENSG00000229334","lncRNA",0.229957023004912,3.80137809579115e-15,1.31230182959051e-14,7.97104678608724
"ENSG00000253187.2","HOXA10-AS","lncRNA",-0.229947163681246,3.81190588762433e-15,1.3155548861665e-14,-7.97068595051568
"ENSG00000287087.1","ENSG00000287087","lncRNA",0.229932748197269,3.82735036975321e-15,1.32050240161532e-14,7.97015837138418
"ENSG00000286313.2","ENSG00000286313","lncRNA",0.229927613037732,3.83286693343654e-15,1.32202273898723e-14,7.96997043570856
"ENSG00000251186.1","ENSG00000251186","lncRNA",0.229897327558305,3.86556118703665e-15,1.33291354191102e-14,7.96886206729519
"ENSG00000260679.1","ENSG00000260679","lncRNA",0.229874345593919,3.89055387906149e-15,1.34114317509761e-14,7.96802100451968
"ENSG00000268364.3","SMC5-DT","lncRNA",0.229855183833783,3.9115135364567e-15,1.34797818921294e-14,7.96731975915908
"ENSG00000273162.1","ENSG00000273162","lncRNA",0.229795890666465,3.97707581293e-15,1.37017567058132e-14,7.96514992346278
"ENSG00000288746.1","ENSG00000288746","lncRNA",0.229777790573254,3.99730403893323e-15,1.3767464171109e-14,7.96448756852472
"ENSG00000179219.5","LINC00311","lncRNA",0.229756736807537,4.02096050789384e-15,1.38449377418374e-14,7.96371713785079
"ENSG00000223768.3","LINC00205","lncRNA",0.229721799167265,4.06052129564219e-15,1.39771123211267e-14,7.96243867385688
"ENSG00000267165.1","CHMP1B-AS1","lncRNA",-0.229676572187401,4.11230174616297e-15,1.41512608485412e-14,-7.96078374299385
"ENSG00000259416.2","LINC02883","lncRNA",0.22963825659687,4.15667689639407e-15,1.42998329971269e-14,7.95938175402988
"ENSG00000235958.5","UBOX5-AS1","lncRNA",0.229632734533565,4.16311096034167e-15,1.43178318041205e-14,7.95917970185512
"ENSG00000279442.1","ENSG00000279442","lncRNA",0.229619781763503,4.17824140173933e-15,1.43657202929317e-14,7.95870576346753
"ENSG00000249478.1","ENSG00000249478","lncRNA",0.229554870519981,4.25488394729354e-15,1.46250123556323e-14,7.95633074568657
"ENSG00000231453.1","LINC01305","lncRNA",0.229551305261496,4.25913336020725e-15,1.4635394783632e-14,7.95620030077353
"ENSG00000239705.2","ENSG00000239705","lncRNA",0.229533050698864,4.28095633941725e-15,1.4706140756406e-14,7.95553241204677
"ENSG00000226383.7","LINC01876","lncRNA",0.229489667102277,4.3332626694487e-15,1.4881533562034e-14,7.95394515046233
"ENSG00000225655.6","ENSG00000225655","lncRNA",-0.229454394041388,4.37625305663145e-15,1.50248411370656e-14,-7.95265466330345
"ENSG00000288988.1","ENSG00000288988","lncRNA",0.229442901315751,4.39035061690908e-15,1.50688979387283e-14,7.9522342018384
"ENSG00000259717.1","LINC00677","lncRNA",0.229429490771352,4.40685712505426e-15,1.51211951481983e-14,7.95174358139634
"ENSG00000226465.4","ENSG00000226465","lncRNA",0.229402949311885,4.4397060383285e-15,1.52295215773308e-14,7.95077258475318
"ENSG00000286527.1","ENSG00000286527","lncRNA",-0.229375344065569,4.47412693814594e-15,1.53431764564694e-14,-7.94976269023794
"ENSG00000251011.6","TMEM108-AS1","lncRNA",0.229327882919745,4.53392044213853e-15,1.55437514294387e-14,7.94802644620355
"ENSG00000286341.1","ENSG00000286341","lncRNA",0.229303370381503,4.56510930688934e-15,1.56461731928207e-14,7.9471297414291
"ENSG00000247853.2","ENSG00000247853","lncRNA",0.229298603494359,4.57119897333101e-15,1.5662537333824e-14,7.94695536352579
"ENSG00000258430.1","ENSG00000258430","lncRNA",-0.229254876814124,4.62743345765723e-15,1.58506564511641e-14,-7.94535582228206
"ENSG00000248571.1","ENSG00000248571","lncRNA",0.229227248193602,4.66331516659935e-15,1.59689717177108e-14,7.9443451813365
"ENSG00000257557.2","PPP1R12A-AS1","lncRNA",-0.229165845373421,4.74404231138177e-15,1.62407427216318e-14,-7.94209916983976
"ENSG00000289083.1","LINC02256","lncRNA",-0.229153738832202,4.7601203329204e-15,1.6291101484219e-14,-7.94165634481224
"ENSG00000289255.1","ENSG00000289255","lncRNA",0.229141208876232,4.77681708123313e-15,1.63435482440352e-14,7.94119803649728
"ENSG00000274719.1","ENSG00000274719","lncRNA",-0.229123346882737,4.8007186040552e-15,1.64206084360418e-14,-7.94054470539955
"ENSG00000263873.1","THY1-AS1","lncRNA",0.229120539161949,4.80448635465537e-15,1.64240621366089e-14,7.9404420092726
"ENSG00000286458.1","ENSG00000286458","lncRNA",-0.22912064795292,4.80434031121044e-15,1.64240621366089e-14,-7.94044598844337
"ENSG00000230408.3","BZW1-AS1","lncRNA",0.229076799954266,4.86355787073395e-15,1.66209351536936e-14,7.93884221651179
"ENSG00000266994.1","ENSG00000266994","lncRNA",0.229075835679433,4.86486817344886e-15,1.66209351536936e-14,7.93880694804287
"ENSG00000287338.1","ENSG00000287338","lncRNA",0.22904562995771,4.90608932233048e-15,1.67569612357201e-14,7.93770218259588
"ENSG00000227773.1","ASH1L-IT1","lncRNA",0.22902528119205,4.93405226226189e-15,1.68476383152348e-14,7.93695794607966
"ENSG00000235731.3","LINC02250","lncRNA",0.229019613732681,4.94186824983601e-15,1.68694900703774e-14,7.93675066616397
"ENSG00000289377.1","ENSG00000289377","lncRNA",0.229014141752041,4.94942620210725e-15,1.68904487298273e-14,7.9365505364354
"ENSG00000254985.1","RSF1-IT2","lncRNA",0.228986457705949,4.98783819597279e-15,1.70166579530324e-14,7.93553804490799
"ENSG00000264673.1","ENSG00000264673","lncRNA",0.228984114426174,4.99110294991017e-15,1.70229198549342e-14,7.93545234482334
"ENSG00000259575.1","ENSG00000259575","lncRNA",0.228953465069925,5.03399883011433e-15,1.71643074911714e-14,7.93433142830203
"ENSG00000233968.8","ENSG00000233968","lncRNA",-0.228940223888355,5.05264269647657e-15,1.72180184592378e-14,-7.93384717594253
"ENSG00000254325.2","ENSG00000254325","lncRNA",0.228940414766102,5.05237345491554e-15,1.72180184592378e-14,7.93385415663093
"ENSG00000249771.2","ENSG00000249771","lncRNA",0.228929424117888,5.06789925214443e-15,1.72650686764989e-14,7.93345221354905
"ENSG00000224481.4","ENSG00000224481","lncRNA",0.228862093988262,5.16404126336163e-15,1.75875697588324e-14,7.93098992822698
"ENSG00000228400.2","ENSG00000228400","lncRNA",0.228855670630181,5.17330644921427e-15,1.76140879960383e-14,7.93075503015403
"ENSG00000224729.6","PCOLCE-AS1","lncRNA",-0.22883231404777,5.2071344280917e-15,1.77241986392032e-14,-7.92990090417444
"ENSG00000257222.1","ENSG00000257222","lncRNA",0.228825778945191,5.21663826766743e-15,1.7751474790834e-14,7.92966192484273
"ENSG00000267576.1","ENSG00000267576","lncRNA",-0.228816120951271,5.23071488256085e-15,1.77942914171093e-14,-7.92930874792354
"ENSG00000242375.1","ENSG00000242375","lncRNA",0.228767367904502,5.30234490237686e-15,1.80328177576552e-14,7.92752596707272
"ENSG00000254349.6","MIR2052HG","lncRNA",0.228764277222151,5.306918225739e-15,1.80432189747506e-14,7.92741295042595
"ENSG00000285871.1","ENSG00000285871","lncRNA",0.228753366962902,5.32309330698028e-15,1.80930483122532e-14,7.92701399818016
"ENSG00000259215.1","LINC02896","lncRNA",0.228646006414811,5.48486886935538e-15,1.86376000667682e-14,7.92308834463348
"ENSG00000251125.1","ENSG00000251125","lncRNA",-0.228643510743828,5.48868636810249e-15,1.86452523229038e-14,-7.9229970937013
"ENSG00000287695.1","ENSG00000287695","lncRNA",0.228608290508271,5.54284029671128e-15,1.88238460033736e-14,7.92170932961487
"ENSG00000288057.1","ENSG00000288057","lncRNA",-0.228586993981731,5.57583987503046e-15,1.89305167935042e-14,-7.92093067663903
"ENSG00000217702.3","ENSG00000217702","lncRNA",0.22856917867549,5.60359350228323e-15,1.90181671081888e-14,7.9202793147888
"ENSG00000265496.5","ENSG00000265496","lncRNA",0.22856735185855,5.6064470795005e-15,1.90181671081888e-14,7.9202125233236
"ENSG00000268066.5","FMR1-AS1","lncRNA",0.228568075467591,5.60531659604742e-15,1.90181671081888e-14,7.92023897966287
"ENSG00000286316.1","ENSG00000286316","lncRNA",0.228541600567796,5.64682417523692e-15,1.91496799336765e-14,7.91927102270339
"ENSG00000225703.1","ENSG00000225703","lncRNA",0.228531874833439,5.66214803094661e-15,1.91961807710146e-14,7.91891544179241
"ENSG00000264630.5","PRKCA-AS1","lncRNA",0.228496169440705,5.71875673624113e-15,1.93825818806579e-14,7.91761004448278
"ENSG00000287258.1","ENSG00000287258","lncRNA",0.228482092479212,5.74122748483929e-15,1.94532060723858e-14,7.91709539682233
"ENSG00000267246.1","ENSG00000267246","lncRNA",0.228466461241191,5.76628100097816e-15,1.9532538885566e-14,7.91652393161914
"ENSG00000273293.1","ENSG00000273293","lncRNA",0.228455750342655,5.78351029166003e-15,1.95853305583369e-14,7.91613235370954
"ENSG00000232645.6","LINC01431","lncRNA",0.228438946811875,5.81064206737821e-15,1.9671616549879e-14,7.91551804240978
"ENSG00000254205.1","ENSG00000254205","lncRNA",0.228436804789726,5.81410965674773e-15,1.96777624358811e-14,7.9154397339034
"ENSG00000273951.1","ENSG00000273951","lncRNA",0.228408862694426,5.85953019190244e-15,1.98258535754426e-14,7.91441823188357
"ENSG00000271156.1","ENSG00000271156","lncRNA",0.228350294103954,5.95586960913643e-15,2.01460968602144e-14,7.91227715899475
"ENSG00000265971.1","ENSG00000265971","lncRNA",0.228301882658279,6.03667559697793e-15,2.04136304258964e-14,7.910507465958
"ENSG00000263680.2","ENSG00000263680","lncRNA",0.228199795989902,6.21062237611418e-15,2.09899297671736e-14,7.90677586402468
"ENSG00000266401.3","ENSG00000266401","lncRNA",0.22820061751229,6.2092030988375e-15,2.09899297671736e-14,7.90680589225915
"ENSG00000289142.1","ENSG00000289142","lncRNA",0.228170165746448,6.26202585773319e-15,2.11576533235751e-14,7.9056928331453
"ENSG00000289307.1","ENSG00000289307","lncRNA",0.228047149644956,6.47994767697164e-15,2.18877415861407e-14,7.90119665357867
"ENSG00000227115.9","LINC01630","lncRNA",0.228027643874144,6.51517995058031e-15,2.20005084239896e-14,7.90048376367077
"ENSG00000272927.1","ENSG00000272927","lncRNA",-0.228022095906575,6.52523530977544e-15,2.20219757833453e-14,-7.90028100037703
"ENSG00000288605.1","ENSG00000288605","lncRNA",0.228022206047673,6.52503553728539e-15,2.20219757833453e-14,7.90028502573005
"ENSG00000234855.2","SLIT1-AS1","lncRNA",0.22799099104161,6.58189417920328e-15,2.22069007575952e-14,7.89914421624949
"ENSG00000225231.2","LINC02470","lncRNA",0.227972681380097,6.6154718517639e-15,2.2313868522942e-14,7.89847506814093
"ENSG00000286944.1","ENSG00000286944","lncRNA",0.227904248925904,6.74246587980329e-15,2.27357782073775e-14,7.89597420188199
"ENSG00000236263.1","ENSG00000236263","lncRNA",0.227869150009394,6.80852760353943e-15,2.29520418222911e-14,7.89469155872631
"ENSG00000248238.2","LINC02438","lncRNA",0.227841845387469,6.8603588438318e-15,2.3120224626496e-14,7.89369377013383
"ENSG00000237689.1","ENSG00000237689","lncRNA",0.227836628041889,6.87030675918988e-15,2.31472004248802e-14,7.89350311571328
"ENSG00000289592.1","ENSG00000289592","lncRNA",-0.227721348593766,7.09376377031512e-15,2.38933050069155e-14,-7.88929070892439
"ENSG00000264177.1","ENSG00000264177","lncRNA",-0.227705370010662,7.12529497947077e-15,2.39927235525861e-14,-7.88870686583928
"ENSG00000281880.2","PAUPAR","lncRNA",0.227657183676881,7.22121959730112e-15,2.43088539863924e-14,7.88694622114713
"ENSG00000264066.6","ENSG00000264066","lncRNA",0.227647339337127,7.24097232348103e-15,2.43684601222546e-14,7.88658653364005
"ENSG00000267304.1","ENSG00000267304","lncRNA",-0.227629856369566,7.27618299640756e-15,2.44800394031678e-14,-7.88594775609997
"ENSG00000265992.1","ESRG","lncRNA",0.227572654806614,7.3925670818009e-15,2.48645789167604e-14,7.88385783109527
"ENSG00000262020.1","ENSG00000262020","lncRNA",0.227553571890323,7.43179932386737e-15,2.4989477681327e-14,7.88316063391146
"ENSG00000257740.1","ENSG00000257740","lncRNA",0.2275470434529,7.44526795222505e-15,2.50277000595542e-14,7.88292211867858
"ENSG00000254695.2","ENSG00000254695","lncRNA",0.227507771319337,7.52679687624959e-15,2.52946249424753e-14,7.88148734232135
"ENSG00000259555.1","ENSG00000259555","lncRNA",0.227499462289418,7.54415855764067e-15,2.53458190187589e-14,7.88118378367951
"ENSG00000272167.2","ENSG00000272167","lncRNA",0.227455571892437,7.6365225242172e-15,2.5648895449359e-14,7.87958034029784
"ENSG00000231177.4","LINC00852","lncRNA",0.227441665053934,7.66601961368223e-15,2.57407086549071e-14,7.87907229375552
"ENSG00000268093.1","ENSG00000268093","lncRNA",0.227386781097058,7.78352823844716e-15,2.6127909052961e-14,7.87706731509151
"ENSG00000233725.7","NRAD1","lncRNA",-0.227371306242271,7.81697924369428e-15,2.62328043934626e-14,-7.8765020138592
"ENSG00000235319.1","ENSG00000235319","lncRNA",0.227363002684576,7.83498672495717e-15,2.62858287026028e-14,7.87619868492206
"ENSG00000287593.1","ENSG00000287593","lncRNA",0.227331385013855,7.90392824587333e-15,2.65096551417492e-14,7.87504370808922
"ENSG00000266598.1","ENSG00000266598","lncRNA",0.227306484883817,7.95864171483214e-15,2.66856483174693e-14,7.87413413795924
"ENSG00000235189.2","ENSG00000235189","lncRNA",0.22726057105996,8.06050670619778e-15,2.7019598894122e-14,7.87245700697817
"ENSG00000289556.1","ENSG00000289556","lncRNA",0.22716044182116,8.28711999505736e-15,2.77714122513036e-14,7.86879969813772
"ENSG00000253197.5","ENSG00000253197","lncRNA",0.227134456029004,8.34694741126708e-15,2.79640347871142e-14,7.86785058715038
"ENSG00000271360.1","USP6NL-AS1","lncRNA",0.227129598608167,8.3581777107311e-15,2.79937841773924e-14,7.86767317557192
"ENSG00000256064.1","ENSG00000256064","lncRNA",0.227104534596493,8.41636184444175e-15,2.81807336427611e-14,7.86675775188723
"ENSG00000254027.1","ENSG00000254027","lncRNA",0.227097703014773,8.43228974585676e-15,2.82261300936352e-14,7.8665082419467
"ENSG00000238217.7","LINC01877","lncRNA",0.227076784560209,8.48124580741185e-15,2.83820279759132e-14,7.86574424459602
"ENSG00000260976.2","LINC01633","lncRNA",0.227069685721534,8.49792282618463e-15,2.84298485561402e-14,7.86548497881938
"ENSG00000259704.3","ENSG00000259704","lncRNA",-0.227060720876949,8.51902963662868e-15,2.84924580096174e-14,-7.86515756414043
"ENSG00000225518.3","LINC01703","lncRNA",0.227047494943352,8.55026285922348e-15,2.85888912558539e-14,7.86467452952075
"ENSG00000272701.3","MESTIT1","lncRNA",0.227026802499869,8.59935426867965e-15,2.87449647319603e-14,7.86391881388366
"ENSG00000272969.1","ENSG00000272969","lncRNA",0.22698077313484,8.70955144577962e-15,2.91051508752063e-14,7.86223780034487
"ENSG00000258789.1","ENSG00000258789","lncRNA",-0.226974709566745,8.72417107484062e-15,2.91458281911225e-14,-7.86201636019594
"ENSG00000271751.1","ENSG00000271751","lncRNA",0.226965041850253,8.74753042225047e-15,2.92156722739773e-14,7.86166329934839
"ENSG00000250472.1","TRIM36-IT1","lncRNA",0.22696156098925,8.75595599665927e-15,2.92356142192913e-14,7.86153618040185
"ENSG00000255686.1","ENSG00000255686","lncRNA",0.226952052113379,8.77901331848106e-15,2.93043858248625e-14,7.86118892360339
"ENSG00000272087.1","ENSG00000272087","lncRNA",-0.226928519852896,8.83633172964327e-15,2.94874505183669e-14,-7.86032955382703
"ENSG00000240553.1","ENSG00000240553","lncRNA",0.226910574839001,8.88028810811918e-15,2.96258351170026e-14,7.85967423331331
"ENSG00000289468.1","ENSG00000289468","lncRNA",0.22687772714862,8.96130606588874e-15,2.98877499985256e-14,7.85847471498848
