"gene_id","gene_name","n_targets","best_target","delta_corr","pseudotime_target","n_NORMAL","n_PRIMARY","n_MET","iso_up_id","iso_up_name","iso_down_id","iso_down_name","iso_up_corr","iso_down_corr"
"ENSG00000169957.10","ZNF768",39,"SRC_UP.V1_UP",1.22388487610944,FALSE,0,3,3,"ENST00000562803.1","ZNF768-202","ENST00000380412.7","ZNF768-201",0.611942438054718,-0.611942438054719
"ENSG00000198429.10","ZNF69",39,"EIF4E_UP",1.4916349317612,FALSE,0,11,33,"ENST00000340180.5","ZNF69-201","ENST00000429654.7","ZNF69-202",0.732287367846306,-0.75934756391489
"ENSG00000144791.10","LIMD1",38,"EIF4E_UP",1.39636377070515,FALSE,3,10,37,"ENST00000273317.5","LIMD1-201","ENST00000440097.5","LIMD1-202",0.700294323864815,-0.696069446840337
"ENSG00000151779.13","NBAS",38,"TBK1.DF_DN",1.40454183265523,FALSE,6,14,34,"ENST00000281513.10","NBAS-201","ENST00000417461.5","NBAS-202",0.706892966409579,-0.697648866245651
"ENSG00000188559.16","RALGAPA2",38,"EIF4E_UP",1.45264715976222,FALSE,2,10,36,"ENST00000430436.5","RALGAPA2-204","ENST00000202677.12","RALGAPA2-201",0.736918644183107,-0.715728515579116
"ENSG00000204389.10","HSPA1A",38,"PID_MTOR_4PATHWAY",1.30776100068625,FALSE,0,13,12,"ENST00000375651.7","HSPA1A-201","ENST00000608703.1","HSPA1A-202",0.653880500343125,-0.653880500343125
"ENSG00000253159.3","PCDHGA12",38,"CAMP_UP.V1_UP",1.21244228570358,FALSE,0,0,25,"ENST00000252085.4","PCDHGA12-201","ENST00000613314.1","PCDHGA12-202",0.589552112669336,-0.622890173034248
"ENSG00000075399.14","VPS9D1",37,"NOTCH_DN.V1_UP",1.20973677228915,FALSE,1,0,1,"ENST00000389386.8","VPS9D1-201","ENST00000561976.5","VPS9D1-202",0.606838297517767,-0.602898474771379
"ENSG00000165416.15","SUGT1",37,"HALLMARK_DNA_REPAIR",1.59551806967443,FALSE,1,12,36,"ENST00000343788.10","SUGT1-202","ENST00000310528.9","SUGT1-201",0.802245420661326,-0.793272649013109
"ENSG00000254221.3","PCDHGB1",37,"ESC_J1_UP_EARLY.V1_UP",1.22454461071412,FALSE,0,0,26,"ENST00000523390.2","PCDHGB1-201","ENST00000611598.1","PCDHGB1-202",0.593288385666919,-0.631256225047201
"ENSG00000203791.15","EEF1AKMT2",36,"CAMP_UP.V1_UP",1.36749392505627,FALSE,0,0,4,"ENST00000368836.7","EEF1AKMT2-201","ENST00000652548.1","EEF1AKMT2-207",0.620372768523994,-0.747121156532276
"ENSG00000103942.13","HOMER2",35,"EIF4E_UP",1.56629207045177,FALSE,12,14,35,"ENST00000450735.7","HOMER2-202","ENST00000558090.2","HOMER2-204",0.793197957920009,-0.773094112531761
"ENSG00000196396.10","PTPN1",35,"SRC_UP.V1_UP",1.44551913888199,FALSE,7,13,33,"ENST00000541713.5","PTPN1-202","ENST00000371621.5","PTPN1-201",0.722759569440995,-0.722759569440995
"ENSG00000198586.14","TLK1",35,"SRC_UP.V1_UP",1.50775860555575,FALSE,1,5,35,"ENST00000431350.7","TLK1-205","ENST00000521943.5","TLK1-212",0.770665112143533,-0.737093493412213
"ENSG00000162413.17","KLHL21",34,"JAK2_DN.V1_DN",1.35095292929778,FALSE,21,10,0,"ENST00000377663.3","KLHL21-202","ENST00000377658.8","KLHL21-201",0.689704999177406,-0.661247930120379
"ENSG00000116698.22","SMG7",33,"EIF4E_UP",1.32876617500363,FALSE,0,0,28,"ENST00000515829.6","SMG7-214","ENST00000347615.6","SMG7-201",0.635282027115482,-0.693484147888146
"ENSG00000121481.11","RNF2",33,"RAPA_EARLY_UP.V1_DN",1.18071658654793,FALSE,0,1,8,"ENST00000367510.8","RNF2-202","ENST00000367509.8","RNF2-201",0.585654264568591,-0.595062321979343
"ENSG00000138802.11","SEC24B",32,"SRC_UP.V1_UP",1.37729606978452,FALSE,5,9,31,"ENST00000265175.5","SEC24B-201","ENST00000399100.6","SEC24B-202",0.693936457348501,-0.683359612436021
"ENSG00000179958.10","DCTPP1",32,"PID_MTOR_4PATHWAY",1.29500405019734,FALSE,0,4,7,"ENST00000319285.5","DCTPP1-201","ENST00000567983.1","DCTPP1-203",0.641419676127044,-0.653584374070294
"ENSG00000104886.12","PLEKHJ1",31,"CAMP_UP.V1_UP",1.32912682016515,FALSE,0,0,28,"ENST00000326631.7","PLEKHJ1-201","ENST00000591099.6","PLEKHJ1-213",0.71635367819765,-0.612773141967504
"ENSG00000133997.12","MED6",31,"EIF4E_UP",1.51058025936198,FALSE,0,11,29,"ENST00000430055.6","MED6-202","ENST00000256379.10","MED6-201",0.785190566145485,-0.725389693216498
"ENSG00000163510.14","CWC22",31,"SRC_UP.V1_UP",1.40737349608303,FALSE,2,4,31,"ENST00000410053.8","CWC22-202","ENST00000404136.2","CWC22-201",0.678089294694057,-0.729284201388969
"ENSG00000163933.10","RFT1",31,"EIF4E_UP",1.50216870412199,FALSE,21,7,30,"ENST00000394738.7","RFT1-202","ENST00000296292.8","RFT1-201",0.784413050115026,-0.717755654006962
"ENSG00000166676.17","TVP23A",31,"MEL18_DN.V1_DN",1.24221102520807,FALSE,0,0,0,"ENST00000299866.13","TVP23A-201","ENST00000572102.5","TVP23A-204",0.572645521603154,-0.669565503604919
"ENSG00000183309.12","ZNF623",31,"CAMP_UP.V1_UP",1.32866331192951,FALSE,0,5,8,"ENST00000501748.3","ZNF623-202","ENST00000526926.6","ZNF623-203",0.62627328826803,-0.702390023661483
"ENSG00000196365.12","LONP1",31,"HALLMARK_ESTROGEN_RESPONSE_LATE",1.1982349263525,FALSE,0,0,0,"ENST00000585374.5","LONP1-203","ENST00000360614.8","LONP1-201",0.623026577690098,-0.575208348662405
"ENSG00000198265.12","HELZ",31,"CAMP_UP.V1_UP",1.31334351095092,FALSE,0,1,19,"ENST00000358691.10","HELZ-201","ENST00000580168.5","HELZ-207",0.705411857032236,-0.607931653918681
"ENSG00000025434.19","NR1H3",30,"SIRNA_EIF4GI_UP",1.3066911084311,FALSE,18,0,1,"ENST00000395397.7","NR1H3-201","ENST00000467728.5","NR1H3-217",0.605857099274811,-0.700834009156289
"ENSG00000174943.11","KCTD13",30,"EIF4E_UP",1.37266920075118,FALSE,0,0,8,"ENST00000568000.6","KCTD13-208","ENST00000561540.2","KCTD13-202",0.695811542344714,-0.676857658406469
"ENSG00000188994.13","ZNF292",30,"EIF4E_UP",1.34994150901675,FALSE,0,3,29,"ENST00000369577.8","ZNF292-202","ENST00000339907.8","ZNF292-201",0.689257958446882,-0.660683550569866
"ENSG00000196275.16","GTF2IRD2",30,"AKT_UP_MTOR_DN.V1_DN",1.24188182052859,FALSE,0,0,0,"ENST00000451013.7","GTF2IRD2-201","ENST00000651129.1","GTF2IRD2-207",0.637638157505189,-0.604243663023399
"ENSG00000270800.3","RPS10-NUDT3",30,"HALLMARK_UV_RESPONSE_UP",1.28045150483368,FALSE,0,0,30,"ENST00000639877.1","RPS10-NUDT3-204","ENST00000639725.1","RPS10-NUDT3-203",0.632270097219485,-0.648181407614194
"ENSG00000111912.20","NCOA7",29,"HALLMARK_P53_PATHWAY",1.21957709541486,FALSE,0,0,0,"ENST00000438495.6","NCOA7-208","ENST00000368357.7","NCOA7-202",0.543898534323275,-0.675678561091585
"ENSG00000140836.17","ZFHX3",29,"EIF4E_UP",1.29831099493531,FALSE,0,5,18,"ENST00000397992.5","ZFHX3-203","ENST00000268489.10","ZFHX3-201",0.646003713833603,-0.652307281101702
"ENSG00000162194.13","LBHD1",29,"EIF4E_UP",1.49278913956624,FALSE,13,17,18,"ENST00000354588.8","LBHD1-201","ENST00000431002.6","LBHD1-204",0.740121101636955,-0.752668037929289
"ENSG00000169246.16","NPIPB3",29,"EIF4E_UP",1.36505862570141,FALSE,0,10,29,"ENST00000542817.1","NPIPB3-210","ENST00000504841.6","NPIPB3-203",0.685609595019565,-0.67944903068185
"ENSG00000276547.2","PCDHGB5",29,"AKT_UP_MTOR_DN.V1_DN",1.2052079643165,FALSE,0,0,3,"ENST00000617380.2","PCDHGB5-201","ENST00000621169.1","PCDHGB5-202",0.585183786464997,-0.6200241778515
"ENSG00000100297.16","MCM5",28,"EIF4E_UP",1.42220743996142,FALSE,0,5,28,"ENST00000382011.9","MCM5-202","ENST00000216122.9","MCM5-201",0.800802622910708,-0.621404817050709
"ENSG00000147202.19","DIAPH2",28,"NRL_DN.V1_DN",1.16250000996306,FALSE,0,0,0,"ENST00000324765.13","DIAPH2-201","ENST00000373049.8","DIAPH2-202",0.582514215897436,-0.579985794065622
"ENSG00000197119.13","SLC25A29",28,"JAK2_DN.V1_DN",1.47935166183767,FALSE,20,1,4,"ENST00000554912.1","SLC25A29-208","ENST00000359232.8","SLC25A29-201",0.770550549542271,-0.708801112295397
"ENSG00000198242.14","RPL23A",28,"CYCLIN_D1_KE_.V1_UP",1.26464003157029,FALSE,0,0,12,"ENST00000394935.7","RPL23A-202","ENST00000355731.8","RPL23A-201",0.595128564044079,-0.669511467526206
"ENSG00000032219.19","ARID4A",27,"CAMP_UP.V1_UP",1.3732479890863,FALSE,0,0,17,"ENST00000355431.8","ARID4A-202","ENST00000395168.7","ARID4A-203",0.676194131355606,-0.697053857730697
"ENSG00000070047.13","PHRF1",27,"PID_ERBB2_ERBB3_PATHWAY",1.26095999144924,FALSE,0,1,0,"ENST00000533464.5","PHRF1-205","ENST00000264555.10","PHRF1-201",0.589269408105021,-0.67169058334422
"ENSG00000129159.9","KCNC1",27,"RAPA_EARLY_UP.V1_DN",1.17306797903232,FALSE,0,0,2,"ENST00000379472.4","KCNC1-202","ENST00000639495.1","KCNC1-209",0.577497003670301,-0.595570975362021
"ENSG00000143622.11","RIT1",27,"SRC_UP.V1_UP",1.31697974248163,FALSE,2,1,22,"ENST00000368323.8","RIT1-202","ENST00000651853.1","RIT1-209",0.604581713905799,-0.712398028575829
"ENSG00000166575.17","TMEM135",27,"EIF4E_UP",1.44211279406716,FALSE,22,6,18,"ENST00000340353.11","TMEM135-202","ENST00000305494.6","TMEM135-201",0.769793230422686,-0.672319563644471
"ENSG00000197841.15","ZNF181",27,"CAMP_UP.V1_UP",1.38481877067696,FALSE,0,0,24,"ENST00000392232.7","ZNF181-201","ENST00000492450.3","ZNF181-204",0.746936464643473,-0.637882306033485
"ENSG00000125843.11","AP5S1",26,"EIF4E_UP",1.46830391398087,FALSE,0,1,20,"ENST00000379567.6","AP5S1-202","ENST00000615891.2","AP5S1-205",0.634138499100488,-0.834165414880385
"ENSG00000127481.15","UBR4",26,"EIF4E_UP",1.45374315329601,FALSE,2,4,25,"ENST00000375224.1","UBR4-202","ENST00000375254.8","UBR4-204",0.702170487531796,-0.75157266576421
"ENSG00000138185.20","ENTPD1",26,"EIF4E_UP",1.44639296009118,FALSE,0,8,21,"ENST00000453258.6","ENTPD1-205","ENST00000371205.5","ENTPD1-201",0.741653778324887,-0.70473918176629
"ENSG00000168386.19","FILIP1L",26,"CYCLIN_D1_KE_.V1_UP",1.31216049758093,FALSE,0,0,25,"ENST00000383694.3","FILIP1L-203","ENST00000471562.1","FILIP1L-206",0.701312695370307,-0.610847802210619
"ENSG00000205476.9","CCDC85C",26,"JAK2_DN.V1_DN",1.44708472358346,FALSE,18,10,7,"ENST00000380243.9","CCDC85C-201","ENST00000557769.5","CCDC85C-207",0.720486819528247,-0.726597904055211
"ENSG00000121005.9","CRISPLD1",25,"SRC_UP.V1_UP",1.27520652859019,FALSE,0,2,24,"ENST00000262207.9","CRISPLD1-201","ENST00000523524.5","CRISPLD1-205",0.632280775429057,-0.642925753161135
"ENSG00000130770.18","ATP5IF1",25,"JAK2_DN.V1_DN",1.51401937141136,FALSE,20,4,12,"ENST00000465645.1","ATP5IF1-202","ENST00000335514.10","ATP5IF1-201",0.752243058217733,-0.761776313193625
"ENSG00000146674.16","IGFBP3",25,"SIRNA_EIF4GI_UP",1.21362837002969,FALSE,0,0,0,"ENST00000381086.9","IGFBP3-202","ENST00000613132.5","IGFBP3-209",0.618477484593185,-0.5951508854365
"ENSG00000166166.13","TRMT61A",25,"PID_MTOR_4PATHWAY",1.21358051457146,FALSE,0,1,7,"ENST00000389749.9","TRMT61A-202","ENST00000299202.4","TRMT61A-201",0.606790257285729,-0.606790257285729
"ENSG00000167258.15","CDK12",25,"EIF4E_UP",1.47308236440694,FALSE,0,5,20,"ENST00000447079.6","CDK12-202","ENST00000584632.5","CDK12-209",0.733940917790293,-0.739141446616645
"ENSG00000179943.8","FIZ1",25,"WNT_UP.V1_UP",1.20008884240692,FALSE,0,6,0,"ENST00000221665.5","FIZ1-201","ENST00000590714.1","FIZ1-204",0.580304585195374,-0.619784257211542
"ENSG00000227124.11","ZNF717",25,"EIF4E_UP",1.39552512316726,FALSE,0,0,7,"ENST00000477374.5","ZNF717-203","ENST00000652011.2","ZNF717-207",0.823583772082332,-0.571941351084926
"ENSG00000054611.14","TBC1D22A",24,"PID_P38_MKK3_6PATHWAY",1.30117285753653,FALSE,0,0,16,"ENST00000337137.9","TBC1D22A-201","ENST00000406733.1","TBC1D22A-205",0.663585356371655,-0.637587501164872
"ENSG00000107562.17","CXCL12",24,"pseudotime",1.25204441969793,TRUE,0,0,0,"ENST00000374429.6","CXCL12-203","ENST00000343575.11","CXCL12-201",0.620264910766287,-0.63177950893164
"ENSG00000116815.16","CD58",24,"EIF4E_UP",1.41150103671589,FALSE,12,10,13,"ENST00000369489.10","CD58-202","ENST00000457047.6","CD58-203",0.712697176929546,-0.698803859786342
"ENSG00000121578.13","B4GALT4",24,"JAK2_DN.V1_DN",1.39106709807298,FALSE,21,0,9,"ENST00000467604.5","B4GALT4-207","ENST00000393765.7","B4GALT4-202",0.82013720941434,-0.570929888658642
"ENSG00000148773.14","MKI67",24,"EIF4E_UP",1.28314187108364,FALSE,0,3,23,"ENST00000368653.7","MKI67-201","ENST00000368654.8","MKI67-202",0.638089899214168,-0.645051971869475
"ENSG00000160325.15","CACFD1",24,"PID_MTOR_4PATHWAY",1.24196465430341,FALSE,0,2,9,"ENST00000316948.9","CACFD1-202","ENST00000291722.11","CACFD1-201",0.626797353795256,-0.615167300508152
"ENSG00000163704.12","PRRT3",24,"GCNP_SHH_UP_LATE.V1_DN",1.24588948648667,FALSE,0,0,0,"ENST00000412055.6","PRRT3-203","ENST00000411976.2","PRRT3-202",0.557150494486669,-0.688738992000005
"ENSG00000181322.15","NME9",24,"HALLMARK_ESTROGEN_RESPONSE_LATE",1.15792002857631,FALSE,5,0,0,"ENST00000333911.9","NME9-202","ENST00000317876.8","NME9-201",0.589463147045813,-0.568456881530501
"ENSG00000196159.14","FAT4",24,"SRC_UP.V1_UP",1.26686768907415,FALSE,0,3,19,"ENST00000674496.2","FAT4-204","ENST00000394329.9","FAT4-202",0.635029619962638,-0.631838069111514
"ENSG00000262576.3","PCDHGA4",24,"AKT_UP_MTOR_DN.V1_DN",1.18925833869639,FALSE,0,0,1,"ENST00000571252.3","PCDHGA4-201","ENST00000612927.1","PCDHGA4-202",0.588383762828931,-0.600874575867458
"ENSG00000060491.17","OGFR",23,"JAK2_DN.V1_DN",1.60949792401319,FALSE,20,11,2,"ENST00000370461.5","OGFR-202","ENST00000290291.10","OGFR-201",0.80324624602397,-0.806251677989222
"ENSG00000100207.21","TCF20",23,"EIF4E_UP",1.27736151514833,FALSE,0,2,14,"ENST00000359486.8","TCF20-202","ENST00000335626.8","TCF20-201",0.652529708611282,-0.624831806537047
"ENSG00000100567.13","PSMA3",23,"CAMP_UP.V1_UP",1.2665588796803,FALSE,0,1,10,"ENST00000216455.9","PSMA3-201","ENST00000557508.5","PSMA3-213",0.701854725470406,-0.564704154209891
"ENSG00000105426.18","PTPRS",23,"EIF4E_UP",1.32484812374106,FALSE,0,0,10,"ENST00000262963.11","PTPRS-201","ENST00000588012.5","PTPRS-204",0.698698043836489,-0.626150079904572
"ENSG00000135801.10","TAF5L",23,"SRC_UP.V1_UP",1.26971011836528,FALSE,0,0,21,"ENST00000258281.6","TAF5L-201","ENST00000366675.3","TAF5L-203",0.629437780854565,-0.640272337510719
"ENSG00000168802.14","CHTF8",23,"PID_ERBB1_INTERNALIZATION_PATHWAY",1.33965995431761,FALSE,8,23,4,"ENST00000448552.7","CHTF8-202","ENST00000518041.5","CHTF8-203",0.673615306495692,-0.666044647821915
"ENSG00000139718.12","SETD1B",22,"CYCLIN_D1_KE_.V1_UP",1.18917210726681,FALSE,0,0,21,"ENST00000604567.6","SETD1B-202","ENST00000542440.5","SETD1B-201",0.587868922369121,-0.601303184897693
"ENSG00000008294.22","SPAG9",21,"SRC_UP.V1_UP",1.19722576193717,FALSE,0,1,7,"ENST00000262013.12","SPAG9-201","ENST00000357122.8","SPAG9-202",0.627455845964542,-0.569769915972623
"ENSG00000010244.19","ZNF207",21,"JAK2_DN.V1_DN",1.31695199870822,FALSE,19,1,2,"ENST00000394670.9","ZNF207-203","ENST00000321233.10","ZNF207-201",0.61509653038193,-0.701855468326292
"ENSG00000115464.15","USP34",21,"EIF4E_UP",1.39385650941407,FALSE,3,14,18,"ENST00000436269.1","USP34-203","ENST00000398571.7","USP34-201",0.69690931759773,-0.696947191816337
"ENSG00000162604.12","TM2D1",21,"JAK2_DN.V1_DN",1.4045854478431,FALSE,21,6,0,"ENST00000371177.2","TM2D1-202","ENST00000606498.5","TM2D1-212",0.699477716532518,-0.705107731310585
"ENSG00000167114.13","SLC27A4",21,"TBK1.DF_DN",1.45302631377002,FALSE,8,21,19,"ENST00000300456.5","SLC27A4-201","ENST00000372870.5","SLC27A4-202",0.726513156885011,-0.726513156885011
"ENSG00000260916.8","CCPG1",21,"RAPA_EARLY_UP.V1_DN",1.22139683389267,FALSE,0,0,0,"ENST00000442196.8","CCPG1-203","ENST00000569205.5","CCPG1-212",0.565963893095622,-0.65543294079705
"ENSG00000008083.14","JARID2",20,"SRC_UP.V1_UP",1.33650180431428,FALSE,3,12,18,"ENST00000397311.4","JARID2-202","ENST00000341776.7","JARID2-201",0.668093570048492,-0.668408234265784
"ENSG00000110330.10","BIRC2",20,"TBK1.DF_DN",1.43622838491173,FALSE,4,13,18,"ENST00000227758.7","BIRC2-201","ENST00000532672.5","BIRC2-208",0.74697425665301,-0.689254128258722
"ENSG00000116641.18","DOCK7",20,"EIF4E_UP",1.30975824985963,FALSE,0,2,17,"ENST00000637255.1","DOCK7-231","ENST00000635123.1","DOCK7-218",0.709806806305657,-0.599951443553977
"ENSG00000173457.11","PPP1R14B",20,"PDGF_ERK_DN.V1_DN",1.19374424150593,FALSE,4,0,16,"ENST00000309318.8","PPP1R14B-201","ENST00000392210.6","PPP1R14B-202",0.594751718085997,-0.59899252341993
"ENSG00000182831.12","C16orf72",20,"EIF4E_UP",1.31840914185632,FALSE,0,7,17,"ENST00000327827.12","C16orf72-201","ENST00000574285.2","C16orf72-202",0.65920457092816,-0.65920457092816
"ENSG00000197461.13","PDGFA",20,"CYCLIN_D1_KE_.V1_UP",1.26286652079987,FALSE,2,1,20,"ENST00000402802.7","PDGFA-203","ENST00000354513.9","PDGFA-201",0.635718601016144,-0.62714791978373
"ENSG00000100982.12","PCIF1",19,"PID_MET_PATHWAY",1.28940658830514,FALSE,2,18,0,"ENST00000372409.8","PCIF1-201","ENST00000479348.2","PCIF1-202",0.665104989417241,-0.624301598887895
"ENSG00000116584.21","ARHGEF2",19,"PID_MET_PATHWAY",1.26445275369087,FALSE,2,16,0,"ENST00000361247.9","ARHGEF2-203","ENST00000470541.6","ARHGEF2-207",0.608684454598922,-0.655768299091952
"ENSG00000146463.12","ZMYM4",19,"EIF4E_UP",1.33720991734867,FALSE,4,14,17,"ENST00000457946.1","ZMYM4-203","ENST00000314607.11","ZMYM4-201",0.678442322244902,-0.658767595103766
"ENSG00000150281.7","CTF1",19,"PID_P75_NTR_PATHWAY",1.13957961514576,FALSE,0,0,0,"ENST00000279804.3","CTF1-201","ENST00000395019.3","CTF1-202",0.583139059895402,-0.556440555250357
"ENSG00000106397.12","PLOD3",18,"TBK1.DF_DN",1.34510962324477,FALSE,12,18,9,"ENST00000223127.8","PLOD3-201","ENST00000454310.5","PLOD3-206",0.693743139392898,-0.651366483851876
"ENSG00000111640.15","GAPDH",18,"TBK1.DF_DN",1.50721864633701,FALSE,13,18,13,"ENST00000229239.10","GAPDH-201","ENST00000619601.1","GAPDH-211",0.752863389663075,-0.754355256673939
"ENSG00000116962.15","NID1",18,"PID_PS1_PATHWAY",1.22696074415484,FALSE,7,16,1,"ENST00000264187.7","NID1-201","ENST00000366595.7","NID1-202",0.620344864895212,-0.606615879259628
"ENSG00000039523.20","RIPOR1",17,"CAMP_UP.V1_UP",1.27215288728846,FALSE,0,0,2,"ENST00000042381.9","RIPOR1-201","ENST00000569253.5","RIPOR1-221",0.577312776636123,-0.694840110652337
"ENSG00000086015.23","MAST2",17,"SRC_UP.V1_UP",1.3081083929308,FALSE,5,10,11,"ENST00000674079.1","MAST2-210","ENST00000361297.7","MAST2-201",0.667271213115112,-0.640837179815691
"ENSG00000089248.7","ERP29",17,"PID_PI3KCI_AKT_PATHWAY",1.26681041937624,FALSE,3,5,4,"ENST00000261735.4","ERP29-201","ENST00000455836.1","ERP29-202",0.6481292961066,-0.618681123269639
"ENSG00000100003.18","SEC14L2",17,"STK33_DN",1.24914762704367,FALSE,2,0,0,"ENST00000617837.4","SEC14L2-215","ENST00000405717.7","SEC14L2-202",0.571960293619747,-0.677187333423922
"ENSG00000133028.12","SCO1",17,"EIF4E_UP",1.29870611067745,FALSE,5,6,9,"ENST00000577427.1","SCO1-203","ENST00000255390.10","SCO1-201",0.633488510450309,-0.665217600227141
"ENSG00000155256.18","ZFYVE27",17,"PID_ERBB1_DOWNSTREAM_PATHWAY",1.23448181085728,FALSE,8,8,0,"ENST00000359980.5","ZFYVE27-203","ENST00000370613.7","ZFYVE27-205",0.621809785047425,-0.612672025809856
"ENSG00000091527.17","CDV3",16,"TBK1.DF_DN",1.41514640916955,FALSE,2,12,12,"ENST00000420115.6","CDV3-202","ENST00000264993.8","CDV3-201",0.756882235240017,-0.658264173929537
"ENSG00000105552.15","BCAT2",16,"PID_MTOR_4PATHWAY",1.28292574533491,FALSE,1,9,1,"ENST00000316273.11","BCAT2-201","ENST00000545387.6","BCAT2-203",0.646274189231025,-0.636651556103885
"ENSG00000108375.13","RNF43",16,"TBK1.DF_DN",1.41065372007788,FALSE,5,12,14,"ENST00000584437.5","RNF43-208","ENST00000583753.5","RNF43-207",0.699665565748647,-0.710988154329236
"ENSG00000110013.13","SIAE",16,"HALLMARK_PEROXISOME",1.22135367008341,FALSE,14,0,2,"ENST00000545756.5","SIAE-205","ENST00000263593.8","SIAE-201",0.627755994539769,-0.593597675543642
"ENSG00000110651.12","CD81",16,"PID_ERBB1_DOWNSTREAM_PATHWAY",1.31455053877575,FALSE,9,11,0,"ENST00000526072.5","CD81-212","ENST00000263645.10","CD81-201",0.693861891148154,-0.620688647627597
"ENSG00000111196.10","MAGOHB",16,"EIF4E_UP",1.4044483235861,FALSE,0,7,16,"ENST00000539554.5","MAGOHB-204","ENST00000320756.7","MAGOHB-201",0.727556223935409,-0.676892099650693
"ENSG00000117153.16","KLHL12",16,"PID_ERBB1_INTERNALIZATION_PATHWAY",1.24221569827534,FALSE,8,16,0,"ENST00000367261.8","KLHL12-203","ENST00000367259.1","KLHL12-202",0.618707488172608,-0.623508210102735
"ENSG00000123200.17","ZC3H13",16,"CAMP_UP.V1_UP",1.34186731213246,FALSE,0,0,6,"ENST00000679008.1","ZC3H13-206","ENST00000282007.7","ZC3H13-202",0.600999790647687,-0.740867521484771
"ENSG00000139410.15","SDSL",16,"CAMP_UP.V1_UP",1.15976856753376,FALSE,0,0,14,"ENST00000403593.9","SDSL-202","ENST00000546672.1","SDSL-203",0.604487850322174,-0.555280717211585
"ENSG00000139631.20","CSAD",16,"PID_PI3KCI_AKT_PATHWAY",1.23801469834251,FALSE,0,0,2,"ENST00000379850.7","CSAD-203","ENST00000379846.5","CSAD-202",0.644861071360154,-0.59315362698236
"ENSG00000142459.9","EVI5L",16,"PID_S1P_S1P3_PATHWAY",1.20582866750885,FALSE,14,11,0,"ENST00000538904.7","EVI5L-202","ENST00000270530.8","EVI5L-201",0.636341012757558,-0.569487654751296
"ENSG00000163812.15","ZDHHC3",16,"JAK2_DN.V1_DN",1.49210440316548,FALSE,15,0,4,"ENST00000424952.7","ZDHHC3-205","ENST00000296127.7","ZDHHC3-201",0.791245769563952,-0.700858633601523
"ENSG00000166004.15","CEP295",16,"EIF4E_UP",1.40061944829476,FALSE,0,14,12,"ENST00000531700.5","CEP295-206","ENST00000325212.11","CEP295-201",0.725958027738716,-0.67466142055604
"ENSG00000176428.6","VPS37D",16,"PID_PS1_PATHWAY",1.16986240444004,FALSE,0,0,1,"ENST00000324941.5","VPS37D-201","ENST00000451519.1","VPS37D-202",0.600080132500234,-0.569782271939802
"ENSG00000179409.11","GEMIN4",16,"JAK2_DN.V1_DN",1.5648992103658,FALSE,15,9,6,"ENST00000576778.1","GEMIN4-207","ENST00000319004.6","GEMIN4-201",0.780722942811796,-0.784176267554004
"ENSG00000183255.12","PTTG1IP",16,"TBK1.DF_DN",1.29209630587244,FALSE,12,16,7,"ENST00000330938.8","PTTG1IP-201","ENST00000397887.7","PTTG1IP-203",0.646713911781519,-0.645382394090925
"ENSG00000242259.9","C22orf39",16,"PID_ERBB1_INTERNALIZATION_PATHWAY",1.23111530427781,FALSE,4,16,0,"ENST00000399562.9","C22orf39-201","ENST00000399568.5","C22orf39-202",0.585470180174248,-0.645645124103562
"ENSG00000038532.16","CLEC16A",15,"SRC_UP.V1_UP",1.42367526697998,FALSE,4,8,13,"ENST00000261657.5","CLEC16A-201","ENST00000409552.4","CLEC16A-202",0.680858254557754,-0.742817012422231
"ENSG00000089876.12","DHX32",15,"TBK1.DF_DN",1.43287862341721,FALSE,10,15,8,"ENST00000284690.4","DHX32-201","ENST00000368721.5","DHX32-202",0.72173877706157,-0.711139846355643
"ENSG00000104320.14","NBN",15,"CAMP_UP.V1_UP",1.16547899001516,FALSE,0,0,8,"ENST00000265433.8","NBN-201","ENST00000409330.5","NBN-203",0.596299967005937,-0.569179023009221
"ENSG00000108641.20","B9D1",15,"JAK2_DN.V1_DN",1.44518235456108,FALSE,13,0,2,"ENST00000663089.1","B9D1-220","ENST00000261499.11","B9D1-201",0.807912751629221,-0.637269602931861
"ENSG00000111674.9","ENO2",15,"PID_MTOR_4PATHWAY",1.29384312351275,FALSE,0,11,2,"ENST00000229277.6","ENO2-201","ENST00000545045.6","ENO2-214",0.666873341968795,-0.626969781543952
"ENSG00000117419.16","ERI3",15,"TBK1.DF_DN",1.44509406326791,FALSE,5,15,11,"ENST00000372257.7","ERI3-201","ENST00000456170.6","ERI3-204",0.716299764793892,-0.72879429847402
"ENSG00000130985.17","UBA1",15,"PID_ERBB1_DOWNSTREAM_PATHWAY",1.26312403807916,FALSE,11,12,0,"ENST00000335972.11","UBA1-201","ENST00000377269.3","UBA1-202",0.613560116452226,-0.64956392162693
"ENSG00000135624.17","CCT7",15,"PID_MET_PATHWAY",1.20776106018581,FALSE,3,15,0,"ENST00000258091.10","CCT7-201","ENST00000398422.2","CCT7-202",0.613794227761746,-0.593966832424062
"ENSG00000162777.17","DENND2D",15,"SIRNA_EIF4GI_UP",1.177267574433,FALSE,0,0,2,"ENST00000369752.5","DENND2D-202","ENST00000357640.9","DENND2D-201",0.620658692698236,-0.556608881734765
