"name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name"
"ENSG00000215378.3",20.3301693736525,-22.9850540590741,3.08529698105715,-7.44986761410515,9.34339407561956e-14,2.53402190724878e-09,"DEFT1P"
"ENSG00000257411.2",7.47056130480329,-21.6403005114246,3.08655308821864,-7.01115447974166,2.36359582362458e-12,3.20515411662612e-08,"ENSG00000257411"
"ENSG00000204542.3",5879.61698158291,-7.64547157475967,2.2593871323654,-3.38386966325487,0.000714719227590441,0.0316730394958829,"C6orf15"
"ENSG00000178372.8",625.744444901052,-7.17551385294233,1.09525513392031,-6.55145420524858,5.69794620928566e-11,4.02658507221106e-07,"CALML5"
"ENSG00000273211.1",19.7628091126946,-7.1726154198358,1.51043887993568,-4.74869623333666,2.04732178190759e-06,0.000967519078222543,"ENSG00000273211"
"ENSG00000124469.12",437.98338798055,-7.04026295548197,1.59377681808903,-4.41734556280182,9.99204153954892e-06,0.00253265568779539,"CEACAM8"
"ENSG00000172232.10",1212.29363922958,-6.95563851391123,1.44982712038587,-4.79756407926759,1.60606837184098e-06,0.000900122343140778,"AZU1"
"ENSG00000274611.4",56.3883529717274,-6.81731946340265,3.05395056838728,-2.23229528793674,0.0255954531106542,0.207649473563999,"TBC1D3"
"ENSG00000145642.12",33.0921762192502,-6.59477263855028,1.23052238165781,-5.3593276618549,8.35322343284317e-08,0.000137595987183454,"SHISAL2B"
"ENSG00000149516.14",353.407132048184,-6.58398315987709,1.48204018017825,-4.4425132651162,8.89141498802588e-06,0.0024114406589025,"MS4A3"
"ENSG00000169397.4",198.021326014114,-6.52227489643222,1.38818991662685,-4.69840244357966,2.62204380876144e-06,0.00114697500221643,"RNASE3"
"ENSG00000287497.2",11.7533324151725,-6.4967435812406,2.00016654452753,-3.24810131387095,0.00116177895280173,0.0402076910151453,"ENSG00000287497"
"ENSG00000185198.12",36.8309415602458,-6.468857588503,1.95126939136367,-3.31520476728339,0.00091576016775927,0.036000273364822,"PRSS57"
"ENSG00000104371.5",110.290922357048,-6.28808533819554,2.05309296075917,-3.06273776121195,0.00219322166675526,0.0573600432247535,"DKK4"
"ENSG00000280416.1",10.3369355807501,-6.20354442689891,1.49325002546967,-4.1543909734391,3.26155084225872e-05,0.0049694674378033,"ENSG00000280416"
"ENSG00000206047.3",869.002469191129,-6.16051178249023,2.75010279576611,-2.24010236707318,0.0250842779090091,0.205221930971413,"DEFA1"
"ENSG00000250361.9",136.732798127129,-6.0997624528911,1.50590709536673,-4.05055695112828,5.10958715038025e-05,0.00703437122362756,"GYPB"
"ENSG00000285942.1",8.74736888564023,-6.08882483057352,2.25009778616811,-2.70602676381577,0.00680935578223945,0.105469182278764,"ENSG00000285942"
"ENSG00000267601.1",9.22205771083504,-6.04975518800254,2.0183436931974,-2.99738602914487,0.00272305656620298,0.0651827159152612,"ENSG00000267601"
"ENSG00000236202.1",20.3647333813381,-6.00218497478134,1.57286139516927,-3.81609275503603,0.000135581554837502,0.0120957478577233,"GRM7-AS1"
"ENSG00000280989.2",20.3397441280793,-5.94337706948774,1.74675624052761,-3.40252230482516,0.000667669051140761,0.0303536808059621,"LINC00581"
"ENSG00000156575.2",7.89866309667911,-5.91659826687205,1.80396223728265,-3.27977944581831,0.00103888267861632,0.0381880052124351,"PRG3"
"ENSG00000254553.1",7.67892608567084,-5.90304015151525,2.24248010453505,-2.63237124805581,0.00847911540550796,0.117729514056187,"ENSG00000254553"
"ENSG00000289514.1",43.2425143562699,-5.85257791379536,1.76498532855687,-3.31593572994779,0.000913368315148,0.036000273364822,"ENSG00000289514"
"ENSG00000288912.1",52.4730223610073,-5.80012256707352,1.64991657203633,-3.51540354547443,0.000439086226529847,0.0237220269914661,"ENSG00000288912"
"ENSG00000289570.1",7.59432068199262,-5.78853390635355,1.26645192503526,-4.57067006802677,4.8616718923533e-06,0.00153317910921528,"ENSG00000289570"
"ENSG00000258314.3",80.6807386492395,-5.77923511964972,1.16132761784689,-4.97640375621519,6.47764607503596e-07,0.000532364361215304,"ENSG00000258314"
"ENSG00000243273.2",9.58469554148513,-5.77198414729445,1.2928765079493,-4.46445125408744,8.02742212331157e-06,0.00225706396117355,"ENSG00000243273"
"ENSG00000092067.6",250.22582518344,-5.73840706092907,1.35044366917622,-4.24927539882469,2.14463120951489e-05,0.00398082062079765,"CEBPE"
"ENSG00000100448.4",587.658986176847,-5.64966367833227,1.41069165539505,-4.00488913131774,6.20465747976696e-05,0.00797519030847203,"CTSG"
"ENSG00000277095.1",6.43600771625806,-5.63605487084324,1.61397196695145,-3.49204012600598,0.000479346231477432,0.0250006714305758,"ENSG00000277095"
"ENSG00000206177.7",3463.0434738496,-5.63283061097767,1.48237331056919,-3.79987319713334,0.000144770145105091,0.0124644796996672,"HBM"
"ENSG00000225255.6",29.2132455565711,-5.57940888499455,1.3226660071834,-4.21830519170581,2.46145505895288e-05,0.00422513434518108,"PSLNR"
"ENSG00000136929.13",688.246043596914,-5.54572534986013,1.2601708818848,-4.40077249012892,1.07866176098281e-05,0.00258888368315175,"HEMGN"
"ENSG00000244355.8",212.642953777132,-5.53998496858646,1.30779961999269,-4.23611146837419,2.27423909409439e-05,0.00413698198553224,"LY6G6D"
"ENSG00000166220.14",79.5962762649146,-5.48823748804742,1.13949192046425,-4.81638999758016,1.46178689826592e-06,0.000861850488431958,"TBATA"
"ENSG00000241186.10",838.936282146896,-5.48401036833289,1.24124130514721,-4.41816619024169,9.95418702786289e-06,0.00253265568779539,"TDGF1"
