"gene_id","gene_name","valid_targets","tot_target","avg_targets"
"ENSG00000109572.15","CLCN3",0,2,0
"ENSG00000109771.16","LRP2BP",0,1,0
"ENSG00000109917.11","ZPR1",0,2,0
"ENSG00000110075.15","PPP6R3",0,8,0
"ENSG00000110429.14","FBXO3",0,11,0
"ENSG00000110841.14","PPFIBP1",0,1,0
"ENSG00000110931.19","CAMKK2",0,1,0
"ENSG00000111144.10","LTA4H",0,2,0
"ENSG00000111639.8","MRPL51",0,1,0
"ENSG00000111665.12","CDCA3",0,1,0
"ENSG00000111671.10","SPSB2",0,1,0
"ENSG00000111674.9","ENO2",0,15,0
"ENSG00000111731.13","C2CD5",0,2,0
"ENSG00000111846.20","GCNT2",0,1,0
"ENSG00000111912.20","NCOA7",0,29,0
"ENSG00000112029.10","FBXO5",0,1,0
"ENSG00000112033.14","PPARD",0,7,0
"ENSG00000112200.17","ZNF451",0,61,0
"ENSG00000112655.16","PTK7",0,5,0
"ENSG00000112697.17","TMEM30A",0,1,0
"ENSG00000112699.11","GMDS",0,1,0
"ENSG00000113048.17","MRPS27",0,2,0
"ENSG00000113595.15","TRIM23",0,45,0
"ENSG00000113621.15","TXNDC15",0,2,0
"ENSG00000113742.14","CPEB4",0,9,0
"ENSG00000114054.14","PCCB",0,5,0
"ENSG00000114316.13","USP4",0,1,0
"ENSG00000114686.9","MRPL3",0,9,0
"ENSG00000114812.13","VIPR1",0,1,0
"ENSG00000115109.14","EPB41L5",0,1,0
"ENSG00000115594.12","IL1R1",0,2,0
"ENSG00000115652.15","UXS1",0,3,0
"ENSG00000115661.14","STK16",0,2,0
"ENSG00000115761.16","NOL10",0,4,0
"ENSG00000116062.18","MSH6",0,1,0
"ENSG00000116138.13","DNAJC16",0,3,0
"ENSG00000116584.21","ARHGEF2",0,19,0
"ENSG00000116731.23","PRDM2",0,4,0
"ENSG00000116962.15","NID1",0,18,0
"ENSG00000117114.21","ADGRL2",0,4,0
"ENSG00000117479.15","SLC19A2",0,5,0
"ENSG00000117523.18","PRRC2C",0,1,0
"ENSG00000117620.15","SLC35A3",0,1,0
"ENSG00000117877.11","POLR1G",0,10,0
"ENSG00000117906.14","RCN2",0,1,0
"ENSG00000118369.13","USP35",0,2,0
"ENSG00000118495.21","PLAGL1",0,1,0
"ENSG00000118564.15","FBXL5",0,1,0
"ENSG00000119392.16","GLE1",0,1,0
"ENSG00000119408.17","NEK6",0,2,0
"ENSG00000119471.15","HSDL2",0,8,0
"ENSG00000119900.9","OGFRL1",0,1,0
"ENSG00000120438.12","TCP1",0,2,0
"ENSG00000120533.13","ENY2",0,1,0
"ENSG00000120708.17","TGFBI",0,8,0
"ENSG00000120868.14","APAF1",0,1,0
"ENSG00000120915.14","EPHX2",0,1,0
"ENSG00000121005.9","CRISPLD1",0,25,0
"ENSG00000121210.16","TMEM131L",0,3,0
"ENSG00000121413.13","ZSCAN18",0,11,0
"ENSG00000121481.11","RNF2",0,33,0
"ENSG00000122378.14","PRXL2A",0,1,0
"ENSG00000122482.22","ZNF644",0,9,0
"ENSG00000122786.20","CALD1",0,3,0
"ENSG00000123130.17","ACOT9",0,2,0
"ENSG00000123159.16","GIPC1",0,6,0
"ENSG00000123200.17","ZC3H13",0,16,0
"ENSG00000124067.17","SLC12A4",0,1,0
"ENSG00000124214.21","STAU1",0,4,0
"ENSG00000124422.12","USP22",0,3,0
"ENSG00000124786.12","SLC35B3",0,11,0
"ENSG00000124789.12","NUP153",0,6,0
"ENSG00000124795.17","DEK",0,3,0
"ENSG00000125170.11","DOK4",0,1,0
"ENSG00000125434.11","SLC25A35",0,2,0
"ENSG00000125691.14","RPL23",0,42,0
"ENSG00000125772.14","GPCPD1",0,2,0
"ENSG00000125843.11","AP5S1",0,26,0
"ENSG00000126016.17","AMOT",0,13,0
"ENSG00000126254.12","RBM42",0,2,0
"ENSG00000126351.13","THRA",0,1,0
"ENSG00000126391.14","FRMD8",0,1,0
"ENSG00000126653.18","NSRP1",0,2,0
"ENSG00000126777.18","KTN1",0,6,0
"ENSG00000126953.8","TIMM8A",0,1,0
"ENSG00000127022.16","CANX",0,9,0
"ENSG00000127947.16","PTPN12",0,41,0
"ENSG00000127980.16","PEX1",0,4,0
"ENSG00000128534.8","LSM8",0,9,0
"ENSG00000128789.21","PSMG2",0,2,0
"ENSG00000128951.14","DUT",0,12,0
"ENSG00000129159.9","KCNC1",0,27,0
"ENSG00000129422.15","MTUS1",0,8,0
"ENSG00000129657.16","SEC14L1",0,2,0
"ENSG00000129680.16","MAP7D3",0,14,0
"ENSG00000130340.17","SNX9",0,2,0
"ENSG00000130589.16","HELZ2",0,2,0
"ENSG00000130733.11","YIPF2",0,13,0
"ENSG00000131238.18","PPT1",0,3,0
"ENSG00000131378.14","RFTN1",0,5,0
"ENSG00000131473.17","ACLY",0,6,0
"ENSG00000131504.18","DIAPH1",0,6,0
"ENSG00000131778.20","CHD1L",0,7,0
"ENSG00000132024.18","CC2D1A",0,2,0
"ENSG00000132305.22","IMMT",0,11,0
"ENSG00000132405.19","TBC1D14",0,2,0
"ENSG00000132879.14","FBXO44",0,1,0
"ENSG00000132970.14","WASF3",0,11,0
"ENSG00000133030.22","MPRIP",0,5,0
"ENSG00000133477.17","FAM83F",0,6,0
"ENSG00000133612.19","AGAP3",0,4,0
"ENSG00000134262.13","AP4B1",0,2,0
"ENSG00000134291.12","TMEM106C",0,1,0
"ENSG00000134313.17","KIDINS220",0,8,0
"ENSG00000134504.14","KCTD1",0,2,0
"ENSG00000134644.16","PUM1",0,1,0
"ENSG00000134824.14","FADS2",0,1,0
"ENSG00000134954.14","ETS1",0,2,0
"ENSG00000135241.17","PNPLA8",0,1,0
"ENSG00000135535.17","CD164",0,2,0
"ENSG00000135596.18","MICAL1",0,1,0
"ENSG00000135677.11","GNS",0,2,0
"ENSG00000135744.9","AGT",0,1,0
"ENSG00000135916.16","ITM2C",0,1,0
"ENSG00000136167.15","LCP1",0,4,0
"ENSG00000136237.19","RAPGEF5",0,1,0
"ENSG00000136279.21","DBNL",0,43,0
"ENSG00000136490.9","LIMD2",0,4,0
"ENSG00000136504.13","KAT7",0,1,0
"ENSG00000136631.15","VPS45",0,7,0
"ENSG00000136758.20","YME1L1",0,6,0
"ENSG00000136859.10","ANGPTL2",0,3,0
"ENSG00000136869.16","TLR4",0,5,0
"ENSG00000136997.21","MYC",0,1,0
"ENSG00000137055.15","PLAA",0,3,0
"ENSG00000137177.20","KIF13A",0,4,0
"ENSG00000137492.9","THAP12",0,6,0
"ENSG00000137496.18","IL18BP",0,6,0
"ENSG00000137831.15","UACA",0,8,0
"ENSG00000137996.13","RTCA",0,9,0
"ENSG00000138073.14","PREB",0,3,0
"ENSG00000138080.14","EMILIN1",0,8,0
"ENSG00000138185.20","ENTPD1",0,26,0
"ENSG00000138443.17","ABI2",0,2,0
"ENSG00000138496.17","PARP9",0,5,0
"ENSG00000138606.20","SHF",0,2,0
"ENSG00000138642.16","HERC6",0,1,0
"ENSG00000139055.7","ERP27",0,3,0
"ENSG00000139112.11","GABARAPL1",0,1,0
"ENSG00000139154.16","AEBP2",0,4,0
"ENSG00000139410.15","SDSL",0,16,0
"ENSG00000139436.22","GIT2",0,1,0
"ENSG00000139631.20","CSAD",0,16,0
"ENSG00000139718.12","SETD1B",0,22,0
"ENSG00000139746.16","RBM26",0,4,0
"ENSG00000140598.15","EFL1",0,8,0
"ENSG00000140691.18","ARMC5",0,4,0
"ENSG00000140750.17","ARHGAP17",0,1,0
"ENSG00000140988.16","RPS2",0,1,0
"ENSG00000141279.17","NPEPPS",0,1,0
"ENSG00000141295.14","SCRN2",0,4,0
"ENSG00000141447.19","OSBPL1A",0,7,0
"ENSG00000141627.14","DYM",0,1,0
"ENSG00000141639.12","MAPK4",0,1,0
"ENSG00000141985.9","SH3GL1",0,11,0
"ENSG00000142459.9","EVI5L",0,16,0
"ENSG00000142910.16","TINAGL1",0,2,0
"ENSG00000143093.15","STRIP1",0,1,0
"ENSG00000143324.14","XPR1",0,3,0
"ENSG00000143363.17","PRUNE1",0,1,0
"ENSG00000143373.18","ZNF687",0,1,0
"ENSG00000143416.21","SELENBP1",0,2,0
"ENSG00000143418.20","CERS2",0,6,0
"ENSG00000143643.13","TTC13",0,2,0
"ENSG00000143776.20","CDC42BPA",0,7,0
"ENSG00000143970.18","ASXL2",0,2,0
"ENSG00000144231.11","POLR2D",0,2,0
"ENSG00000144711.16","IQSEC1",0,5,0
"ENSG00000145901.16","TNIP1",0,1,0
"ENSG00000145919.11","BOD1",0,6,0
"ENSG00000146674.16","IGFBP3",0,25,0
"ENSG00000146833.16","TRIM4",0,92,0
"ENSG00000146950.13","SHROOM2",0,1,0
"ENSG00000147010.18","SH3KBP1",0,1,0
"ENSG00000147202.19","DIAPH2",0,28,0
"ENSG00000147394.19","ZNF185",0,9,0
"ENSG00000147403.18","RPL10",0,2,0
"ENSG00000148219.18","ASTN2",0,1,0
"ENSG00000148384.14","INPP5E",0,1,0
"ENSG00000148842.18","CNNM2",0,3,0
"ENSG00000149187.19","CELF1",0,1,0
"ENSG00000149196.17","HIKESHI",0,2,0
"ENSG00000149781.13","FERMT3",0,5,0
"ENSG00000149782.13","PLCB3",0,6,0
"ENSG00000150779.12","TIMM8B",0,62,0
"ENSG00000151498.12","ACAD8",0,2,0
"ENSG00000151726.15","ACSL1",0,6,0
"ENSG00000152147.11","GEMIN6",0,1,0
"ENSG00000152223.15","EPG5",0,2,0
"ENSG00000152439.13","ZNF773",0,42,0
"ENSG00000152601.18","MBNL1",0,1,0
"ENSG00000152767.17","FARP1",0,56,0
"ENSG00000152942.19","RAD17",0,1,0
"ENSG00000153214.11","TMEM87B",0,1,0
"ENSG00000153896.19","ZNF599",0,3,0
"ENSG00000154914.17","USP43",0,1,0
"ENSG00000155111.15","CDK19",0,2,0
"ENSG00000155256.18","ZFYVE27",0,17,0
"ENSG00000155287.11","SLC25A28",0,2,0
"ENSG00000155367.16","PPM1J",0,1,0
"ENSG00000155636.15","RBM45",0,2,0
"ENSG00000156374.16","PCGF6",0,1,0
"ENSG00000156453.14","PCDH1",0,6,0
"ENSG00000156709.15","AIFM1",0,2,0
"ENSG00000156869.14","FRRS1",0,41,0
"ENSG00000156931.16","VPS8",0,10,0
"ENSG00000157514.18","TSC22D3",0,2,0
"ENSG00000157617.17","C2CD2",0,1,0
"ENSG00000158201.10","ABHD3",0,3,0
"ENSG00000158290.19","CUL4B",0,4,0
"ENSG00000158691.15","ZSCAN12",0,5,0
"ENSG00000158717.11","RNF166",0,1,0
"ENSG00000159082.18","SYNJ1",0,8,0
"ENSG00000159423.17","ALDH4A1",0,1,0
"ENSG00000160229.13","ZNF66",0,2,0
"ENSG00000160325.15","CACFD1",0,24,0
"ENSG00000160917.15","CPSF4",0,2,0
"ENSG00000161013.17","MGAT4B",0,3,0
"ENSG00000161558.11","TMEM143",0,1,0
"ENSG00000161921.17","CXCL16",0,3,0
"ENSG00000162069.16","BICDL2",0,11,0
"ENSG00000162298.19","SYVN1",0,6,0
"ENSG00000162390.18","ACOT11",0,10,0
"ENSG00000162777.17","DENND2D",0,15,0
"ENSG00000162819.12","BROX",0,1,0
"ENSG00000163026.12","WDCP",0,1,0
"ENSG00000163072.16","NOSTRIN",0,1,0
"ENSG00000163281.12","GNPDA2",0,1,0
"ENSG00000163378.14","EOGT",0,2,0
"ENSG00000163399.16","ATP1A1",0,1,0
"ENSG00000163629.13","PTPN13",0,3,0
"ENSG00000163694.15","RBM47",0,1,0
"ENSG00000163697.17","APBB2",0,2,0
"ENSG00000163704.12","PRRT3",0,24,0
"ENSG00000163714.18","U2SURP",0,2,0
"ENSG00000163864.17","NMNAT3",0,3,0
"ENSG00000163882.10","POLR2H",0,2,0
"ENSG00000164068.16","RNF123",0,1,0
"ENSG00000164241.14","C5orf63",0,1,0
"ENSG00000164414.19","SLC35A1",0,3,0
"ENSG00000164603.12","BMT2",0,64,0
"ENSG00000164932.13","CTHRC1",0,1,0
"ENSG00000165060.15","FXN",0,7,0
"ENSG00000165140.12","FBP1",0,5,0
"ENSG00000165240.22","ATP7A",0,1,0
"ENSG00000165271.17","NOL6",0,6,0
"ENSG00000165338.17","HECTD2",0,1,0
"ENSG00000165516.11","KLHDC2",0,15,0
"ENSG00000165629.20","ATP5F1C",0,4,0
"ENSG00000165821.12","SALL2",0,9,0
"ENSG00000165861.14","ZFYVE1",0,1,0
"ENSG00000166024.14","R3HCC1L",0,2,0
"ENSG00000166164.16","BRD7",0,1,0
"ENSG00000166166.13","TRMT61A",0,25,0
"ENSG00000166526.18","ZNF3",0,2,0
"ENSG00000166676.17","TVP23A",0,31,0
"ENSG00000166689.16","PLEKHA7",0,1,0
"ENSG00000166704.13","ZNF606",0,2,0
"ENSG00000166881.10","NEMP1",0,2,0
"ENSG00000166925.9","TSC22D4",0,4,0
"ENSG00000166949.17","SMAD3",0,2,0
"ENSG00000167193.8","CRK",0,2,0
"ENSG00000167306.20","MYO5B",0,2,0
"ENSG00000167395.10","ZNF646",0,108,0
"ENSG00000167461.12","RAB8A",0,3,0
"ENSG00000167526.14","RPL13",0,12,0
"ENSG00000167548.18","KMT2D",0,3,0
"ENSG00000167632.18","TRAPPC9",0,1,0
"ENSG00000167641.11","PPP1R14A",0,58,0
"ENSG00000167716.19","WDR81",0,4,0
"ENSG00000167964.13","RAB26",0,3,0
"ENSG00000167985.7","SDHAF2",0,3,0
"ENSG00000168028.14","RPSA",0,5,0
"ENSG00000168067.12","MAP4K2",0,2,0
"ENSG00000168209.6","DDIT4",0,4,0
"ENSG00000168234.13","TTC39C",0,4,0
"ENSG00000168291.13","PDHB",0,3,0
"ENSG00000168386.19","FILIP1L",0,26,0
"ENSG00000168395.16","ING5",0,1,0
"ENSG00000168743.13","NPNT",0,7,0
"ENSG00000168802.14","CHTF8",0,23,0
"ENSG00000168876.9","ANKRD49",0,1,0
"ENSG00000168918.14","INPP5D",0,1,0
"ENSG00000168994.14","PXDC1",0,5,0
"ENSG00000169116.11","PARM1",0,2,0
"ENSG00000169246.16","NPIPB3",0,29,0
"ENSG00000169764.16","UGP2",0,3,0
"ENSG00000169905.13","TOR1AIP2",0,6,0
"ENSG00000169919.17","GUSB",0,1,0
"ENSG00000169951.10","ZNF764",0,3,0
"ENSG00000170088.14","TMEM192",0,1,0
"ENSG00000170266.16","GLB1",0,8,0
"ENSG00000170633.17","RNF34",0,8,0
"ENSG00000171385.10","KCND3",0,1,0
"ENSG00000171843.17","MLLT3",0,3,0
"ENSG00000172315.6","TP53RK",0,6,0
"ENSG00000172340.15","SUCLG2",0,3,0
"ENSG00000172534.14","HCFC1",0,10,0
"ENSG00000172765.18","TMCC1",0,4,0
"ENSG00000172819.17","RARG",0,1,0
"ENSG00000172831.14","CES2",0,5,0
"ENSG00000172890.13","NADSYN1",0,5,0
"ENSG00000172936.16","MYD88",0,8,0
"ENSG00000173457.11","PPP1R14B",0,20,0
"ENSG00000173482.17","PTPRM",0,2,0
"ENSG00000173531.16","MST1",0,1,0
"ENSG00000173875.14","ZNF791",0,2,0
"ENSG00000173905.9","GOLIM4",0,60,0
"ENSG00000174428.19","GTF2IRD2B",0,1,0
"ENSG00000174516.15","PELI3",0,4,0
"ENSG00000174840.9","PDE12",0,3,0
"ENSG00000175106.17","TVP23C",0,3,0
"ENSG00000175193.14","PARL",0,4,0
"ENSG00000175582.20","RAB6A",0,12,0
"ENSG00000176018.13","LYSMD3",0,3,0
"ENSG00000176024.18","ZNF613",0,1,0
"ENSG00000176095.12","IP6K1",0,2,0
"ENSG00000176428.6","VPS37D",0,16,0
"ENSG00000176473.14","WDR25",0,1,0
"ENSG00000176809.11","LRRC37A3",0,1,0
"ENSG00000176945.18","MUC20",0,4,0
"ENSG00000178537.10","SLC25A20",0,1,0
"ENSG00000178921.14","PFAS",0,6,0
"ENSG00000178927.18","CYBC1",0,5,0
"ENSG00000179218.15","CALR",0,3,0
"ENSG00000179855.9","GIPC3",0,4,0
"ENSG00000179950.14","PUF60",0,1,0
"ENSG00000179958.10","DCTPP1",0,32,0
"ENSG00000180694.14","TMEM64",0,1,0
"ENSG00000181220.18","ZNF746",0,4,0
"ENSG00000181322.15","NME9",0,24,0
"ENSG00000181896.12","ZNF101",0,4,0
"ENSG00000181904.9","C5orf24",0,2,0
"ENSG00000182054.10","IDH2",0,6,0
"ENSG00000182175.15","RGMA",0,3,0
"ENSG00000182287.15","AP1S2",0,13,0
"ENSG00000182541.18","LIMK2",0,5,0
"ENSG00000182606.17","TRAK1",0,1,0
"ENSG00000182718.18","ANXA2",0,3,0
"ENSG00000182963.11","GJC1",0,3,0
"ENSG00000183891.6","TTC32",0,10,0
"ENSG00000183963.19","SMTN",0,1,0
"ENSG00000184083.12","FAM120C",0,15,0
"ENSG00000184216.14","IRAK1",0,3,0
"ENSG00000184254.17","ALDH1A3",0,3,0
"ENSG00000184432.11","COPB2",0,2,0
"ENSG00000184445.12","KNTC1",0,5,0
"ENSG00000184708.18","EIF4ENIF1",0,2,0
"ENSG00000184923.12","NUTM2A",0,8,0
"ENSG00000185261.15","KIAA0825",0,3,0
"ENSG00000185499.17","MUC1",0,2,0
"ENSG00000185504.17","FAAP100",0,1,0
"ENSG00000185551.15","NR2F2",0,1,0
"ENSG00000185798.8","WDR53",0,3,0
"ENSG00000185900.11","POMK",0,8,0
"ENSG00000185946.16","RNPC3",0,3,0
"ENSG00000185963.14","BICD2",0,1,0
"ENSG00000186376.15","ZNF75D",0,3,0
"ENSG00000186448.15","ZNF197",0,1,0
"ENSG00000186522.15","SEPTIN10",0,1,0
"ENSG00000186591.13","UBE2H",0,4,0
"ENSG00000186635.15","ARAP1",0,4,0
"ENSG00000186638.17","KIF24",0,1,0
"ENSG00000187609.16","EXD3",0,2,0
"ENSG00000187742.15","SECISBP2",0,6,0
"ENSG00000188199.11","NUTM2B",0,74,0
"ENSG00000188493.15","C19orf54",0,9,0
"ENSG00000196123.13","KIAA0895L",0,1,0
"ENSG00000196159.14","FAT4",0,24,0
"ENSG00000196189.14","SEMA4A",0,1,0
"ENSG00000196275.16","GTF2IRD2",0,30,0
"ENSG00000196411.10","EPHB4",0,3,0
"ENSG00000196417.13","ZNF765",0,1,0
"ENSG00000196418.13","ZNF124",0,1,0
"ENSG00000196428.13","TSC22D2",0,9,0
"ENSG00000196458.11","ZNF605",0,9,0
"ENSG00000196497.17","IPO4",0,1,0
"ENSG00000196498.13","NCOR2",0,2,0
"ENSG00000196712.19","NF1",0,8,0
"ENSG00000196821.10","ILRUN",0,3,0
"ENSG00000196967.11","ZNF585A",0,3,0
"ENSG00000197043.14","ANXA6",0,11,0
"ENSG00000197226.13","TBC1D9B",0,2,0
"ENSG00000197461.13","PDGFA",0,20,0
"ENSG00000197714.9","ZNF460",0,15,0
"ENSG00000197757.8","HOXC6",0,1,0
"ENSG00000197822.12","OCLN",0,1,0
"ENSG00000197905.10","TEAD4",0,4,0
"ENSG00000197982.14","C1orf122",0,44,0
"ENSG00000198242.14","RPL23A",0,28,0
"ENSG00000198265.12","HELZ",0,31,0
"ENSG00000198554.12","WDHD1",0,5,0
"ENSG00000198586.14","TLK1",0,35,0
"ENSG00000198728.11","LDB1",0,68,0
"ENSG00000198836.11","OPA1",0,2,0
"ENSG00000198843.14","SELENOT",0,14,0
"ENSG00000198900.7","TOP1",0,6,0
"ENSG00000198901.14","PRC1",0,1,0
"ENSG00000198912.12","C1orf174",0,1,0
"ENSG00000203326.12","ZNF525",0,5,0
"ENSG00000203791.15","EEF1AKMT2",0,36,0
"ENSG00000204084.13","INPP5B",0,7,0
"ENSG00000204217.16","BMPR2",0,1,0
"ENSG00000204262.14","COL5A2",0,4,0
"ENSG00000204389.10","HSPA1A",0,38,0
"ENSG00000204444.11","APOM",0,10,0
"ENSG00000204580.14","DDR1",0,1,0
"ENSG00000205090.9","TMEM240",0,1,0
"ENSG00000205213.14","LGR4",0,1,0
"ENSG00000205268.11","PDE7A",0,3,0
"ENSG00000205352.11","PRR13",0,2,0
"ENSG00000205937.12","RNPS1",0,1,0
"ENSG00000206053.13","JPT2",0,1,0
"ENSG00000213563.7","C8orf82",0,2,0
"ENSG00000213593.10","TMX2",0,12,0
"ENSG00000213967.12","ZNF726",0,64,0
"ENSG00000214087.9","ARL16",0,1,0
"ENSG00000214562.15","NUTM2D",0,9,0
"ENSG00000227500.10","SCAMP4",0,1,0
"ENSG00000233822.6","H2BC15",0,1,0
"ENSG00000235453.12","SMIM27",0,11,0
"ENSG00000240065.8","PSMB9",0,12,0
"ENSG00000240184.7","PCDHGC3",0,1,0
"ENSG00000241973.11","PI4KA",0,8,0
"ENSG00000244462.8","RBM12",0,1,0
"ENSG00000253159.3","PCDHGA12",0,38,0
"ENSG00000253305.3","PCDHGB6",0,88,0
"ENSG00000253731.3","PCDHGA6",0,49,0
"ENSG00000254122.3","PCDHGB7",0,84,0
"ENSG00000255529.9","POLR2M",0,2,0
"ENSG00000257591.6","ZNF625",0,1,0
"ENSG00000260916.8","CCPG1",0,21,0
"ENSG00000262919.8","CCNQ",0,12,0
"ENSG00000265241.8","RBM8A",0,7,0
"ENSG00000266338.7","NBPF15",0,1,0
"ENSG00000269313.5","MAGIX",0,7,0
"ENSG00000270629.7","NBPF14",0,1,0
"ENSG00000270800.3","RPS10-NUDT3",0,30,0
"ENSG00000271383.8","NBPF19",0,3,0
"ENSG00000275052.5","PPP4R3B",0,7,0
"ENSG00000276547.2","PCDHGB5",0,29,0
"ENSG00000278540.5","ACACA",0,2,0
"ENSG00000278619.5","MRM1",0,9,0
"ENSG00000288701.1","PRRC2B",0,2,0
