"gene_id","gene_name","valid_targets","tot_target","avg_targets"
"ENSG00000004487.18","KDM1A",1,4,0.25
"ENSG00000011304.22","PTBP1",2,8,0.25
"ENSG00000012822.16","CALCOCO1",1,4,0.25
"ENSG00000064102.15","INTS13",2,8,0.25
"ENSG00000069849.11","ATP1B3",1,4,0.25
"ENSG00000104067.17","TJP1",1,4,0.25
"ENSG00000107021.16","TBC1D13",3,12,0.25
"ENSG00000108021.20","TASOR2",1,4,0.25
"ENSG00000110237.5","ARHGEF17",2,8,0.25
"ENSG00000113558.19","SKP1",2,8,0.25
"ENSG00000117868.18","ESYT2",1,4,0.25
"ENSG00000120158.12","RCL1",2,8,0.25
"ENSG00000124164.16","VAPB",2,8,0.25
"ENSG00000130749.10","ZC3H4",2,8,0.25
"ENSG00000133313.15","CNDP2",2,8,0.25
"ENSG00000135049.16","AGTPBP1",1,4,0.25
"ENSG00000159352.16","PSMD4",1,4,0.25
"ENSG00000159461.15","AMFR",2,8,0.25
"ENSG00000161395.14","PGAP3",1,4,0.25
"ENSG00000163349.22","HIPK1",2,8,0.25
"ENSG00000166311.10","SMPD1",3,12,0.25
"ENSG00000174485.16","DENND4A",1,4,0.25
"ENSG00000130305.17","NSUN5",3,13,0.230769230769231
"ENSG00000239306.5","RBM14",3,13,0.230769230769231
"ENSG00000073803.14","MAP3K13",11,48,0.229166666666667
"ENSG00000054793.14","ATP9A",2,9,0.222222222222222
"ENSG00000100603.14","SNW1",2,9,0.222222222222222
"ENSG00000106397.12","PLOD3",4,18,0.222222222222222
"ENSG00000109118.14","PHF12",2,9,0.222222222222222
"ENSG00000152492.15","CCDC50",2,9,0.222222222222222
"ENSG00000172171.11","TEFM",2,9,0.222222222222222
"ENSG00000177034.17","MTX3",2,9,0.222222222222222
"ENSG00000183495.14","EP400",2,9,0.222222222222222
"ENSG00000213995.12","NAXD",2,9,0.222222222222222
"ENSG00000138802.11","SEC24B",7,32,0.21875
"ENSG00000143450.19","OAZ3",12,55,0.218181818181818
"ENSG00000096696.15","DSP",3,14,0.214285714285714
"ENSG00000100297.16","MCM5",6,28,0.214285714285714
"ENSG00000129682.16","FGF13",3,14,0.214285714285714
"ENSG00000144791.10","LIMD1",8,38,0.210526315789474
"ENSG00000038532.16","CLEC16A",3,15,0.2
"ENSG00000111752.11","PHC1",1,5,0.2
"ENSG00000115339.14","GALNT3",2,10,0.2
"ENSG00000116641.18","DOCK7",4,20,0.2
"ENSG00000117305.15","HMGCL",1,5,0.2
"ENSG00000117410.14","ATP6V0B",2,10,0.2
"ENSG00000118200.15","CAMSAP2",1,5,0.2
"ENSG00000125686.12","MED1",1,5,0.2
"ENSG00000125871.14","MGME1",2,10,0.2
"ENSG00000133884.10","DPF2",1,5,0.2
"ENSG00000136451.9","VEZF1",1,5,0.2
"ENSG00000137692.12","DCUN1D5",1,5,0.2
"ENSG00000141098.13","GFOD2",1,5,0.2
"ENSG00000142453.12","CARM1",1,5,0.2
"ENSG00000168300.14","PCMTD1",2,10,0.2
"ENSG00000172888.12","ZNF621",3,15,0.2
"ENSG00000174996.12","KLC2",1,5,0.2
"ENSG00000185164.15","NOMO2",1,5,0.2
"ENSG00000196588.21","MRTFA",1,5,0.2
"ENSG00000198408.14","OGA",2,10,0.2
"ENSG00000115464.15","USP34",4,21,0.19047619047619
"ENSG00000111196.10","MAGOHB",3,16,0.1875
"ENSG00000144559.11","TAMM41",9,48,0.1875
"ENSG00000176014.13","TUBB6",9,48,0.1875
"ENSG00000163795.14","ZNF513",10,57,0.175438596491228
"ENSG00000221926.13","TRIM16",7,40,0.175
"ENSG00000197020.12","ZNF100",8,47,0.170212765957447
"ENSG00000047849.22","MAP4",2,12,0.166666666666667
"ENSG00000121931.16","LRIF1",2,12,0.166666666666667
"ENSG00000163214.21","DHX57",1,6,0.166666666666667
"ENSG00000165118.15","C9orf64",1,6,0.166666666666667
"ENSG00000166199.13","ALKBH3",1,6,0.166666666666667
"ENSG00000167969.13","ECI1",7,42,0.166666666666667
"ENSG00000174943.11","KCTD13",5,30,0.166666666666667
"ENSG00000197077.14","KIAA1671",1,6,0.166666666666667
"ENSG00000254996.5","ANKHD1-EIF4EBP3",1,6,0.166666666666667
"ENSG00000100982.12","PCIF1",3,19,0.157894736842105
"ENSG00000033100.17","CHPF2",2,13,0.153846153846154
"ENSG00000141446.11","ESCO1",2,13,0.153846153846154
"ENSG00000158109.15","TPRG1L",2,13,0.153846153846154
"ENSG00000184677.18","ZBTB40",2,13,0.153846153846154
"ENSG00000143622.11","RIT1",4,27,0.148148148148148
"ENSG00000154370.16","TRIM11",19,131,0.145038167938931
"ENSG00000006704.11","GTF2IRD1",1,7,0.142857142857143
"ENSG00000070759.17","TESK2",1,7,0.142857142857143
"ENSG00000100167.21","SEPTIN3",1,7,0.142857142857143
"ENSG00000157593.19","SLC35B2",1,7,0.142857142857143
"ENSG00000163125.16","RPRD2",1,7,0.142857142857143
"ENSG00000163754.18","GYG1",1,7,0.142857142857143
"ENSG00000186300.12","ZNF555",1,7,0.142857142857143
"ENSG00000213186.8","TRIM59",1,7,0.142857142857143
"ENSG00000174579.4","MSL2",11,80,0.1375
"ENSG00000144645.15","OSBPL10",7,51,0.137254901960784
"ENSG00000117419.16","ERI3",2,15,0.133333333333333
"ENSG00000183309.12","ZNF623",4,31,0.129032258064516
"ENSG00000050327.15","ARHGEF5",1,8,0.125
"ENSG00000105879.12","CBLL1",1,8,0.125
"ENSG00000109685.19","NSD2",1,8,0.125
"ENSG00000163930.10","BAP1",1,8,0.125
"ENSG00000167775.11","CD320",1,8,0.125
"ENSG00000167118.11","URM1",7,60,0.116666666666667
"ENSG00000048707.15","VPS13D",1,9,0.111111111111111
"ENSG00000083812.13","ZNF324",1,9,0.111111111111111
"ENSG00000131828.14","PDHA1",1,9,0.111111111111111
"ENSG00000147364.17","FBXO25",1,9,0.111111111111111
"ENSG00000168394.12","TAP1",1,9,0.111111111111111
"ENSG00000171634.19","BPTF",1,9,0.111111111111111
"ENSG00000180263.14","FGD6",5,45,0.111111111111111
"ENSG00000113615.13","SEC24A",10,96,0.104166666666667
"ENSG00000127483.19","HP1BP3",6,58,0.103448275862069
"ENSG00000113761.12","ZNF346",4,39,0.102564102564103
"ENSG00000083223.18","TUT7",1,10,0.1
"ENSG00000110330.10","BIRC2",2,20,0.1
"ENSG00000135111.16","TBX3",1,10,0.1
"ENSG00000136205.17","TNS3",1,10,0.1
"ENSG00000139116.19","KIF21A",1,10,0.1
"ENSG00000139977.14","NAA30",1,10,0.1
"ENSG00000145041.16","DCAF1",1,10,0.1
"ENSG00000166025.18","AMOTL1",1,10,0.1
"ENSG00000063245.15","EPN1",6,63,0.0952380952380952
"ENSG00000115970.19","THADA",1,11,0.0909090909090909
"ENSG00000137942.18","FNBP1L",1,11,0.0909090909090909
"ENSG00000148840.11","PPRC1",1,11,0.0909090909090909
"ENSG00000051009.11","FHIP1B",7,80,0.0875
"ENSG00000092853.14","CLSPN",1,12,0.0833333333333333
"ENSG00000100106.22","TRIOBP",1,12,0.0833333333333333
"ENSG00000141756.19","FKBP10",1,12,0.0833333333333333
"ENSG00000142949.17","PTPRF",1,12,0.0833333333333333
"ENSG00000163346.17","PBXIP1",1,12,0.0833333333333333
"ENSG00000262576.3","PCDHGA4",2,24,0.0833333333333333
"ENSG00000014257.16","ACP3",1,13,0.0769230769230769
"ENSG00000100813.15","ACIN1",1,13,0.0769230769230769
"ENSG00000108389.10","MTMR4",1,13,0.0769230769230769
"ENSG00000132952.12","USPL1",1,13,0.0769230769230769
"ENSG00000032219.19","ARID4A",2,27,0.0740740740740741
"ENSG00000135722.9","FBXL8",5,68,0.0735294117647059
"ENSG00000134318.15","ROCK2",7,98,0.0714285714285714
"ENSG00000179604.10","CDC42EP4",1,14,0.0714285714285714
"ENSG00000056586.16","RC3H2",6,90,0.0666666666666667
"ENSG00000130985.17","UBA1",1,15,0.0666666666666667
"ENSG00000204560.10","DHX16",1,15,0.0666666666666667
"ENSG00000110651.12","CD81",1,16,0.0625
"ENSG00000242259.9","C22orf39",1,16,0.0625
"ENSG00000250644.3","ENSG00000250644",3,48,0.0625
"ENSG00000075399.14","VPS9D1",2,37,0.0540540540540541
"ENSG00000150281.7","CTF1",1,19,0.0526315789473684
"ENSG00000135801.10","TAF5L",1,23,0.0434782608695652
"ENSG00000074603.19","DPP8",4,96,0.0416666666666667
"ENSG00000179943.8","FIZ1",1,25,0.04
"ENSG00000227124.11","ZNF717",1,25,0.04
"ENSG00000149289.11","ZC3H12C",3,81,0.037037037037037
"ENSG00000197841.15","ZNF181",1,27,0.037037037037037
"ENSG00000178188.15","SH2B1",2,56,0.0357142857142857
"ENSG00000264343.7","NOTCH2NLA",2,59,0.0338983050847458
"ENSG00000196365.12","LONP1",1,31,0.032258064516129
"ENSG00000116698.22","SMG7",1,33,0.0303030303030303
"ENSG00000254221.3","PCDHGB1",1,37,0.027027027027027
"ENSG00000169957.10","ZNF768",1,39,0.0256410256410256
"ENSG00000198429.10","ZNF69",1,39,0.0256410256410256
"ENSG00000173039.20","RELA",1,45,0.0222222222222222
"ENSG00000100036.13","SLC35E4",1,63,0.0158730158730159
"ENSG00000139725.8","RHOF",1,88,0.0113636363636364
"ENSG00000001617.12","SEMA3F",0,1,0
"ENSG00000005810.19","MYCBP2",0,2,0
"ENSG00000006118.15","TMEM132A",0,2,0
"ENSG00000006607.14","FARP2",0,10,0
"ENSG00000007255.10","TRAPPC6A",0,1,0
"ENSG00000007384.15","RHBDF1",0,10,0
"ENSG00000007944.15","MYLIP",0,4,0
"ENSG00000008294.22","SPAG9",0,21,0
"ENSG00000008853.18","RHOBTB2",0,1,0
"ENSG00000010165.20","METTL13",0,4,0
"ENSG00000010278.15","CD9",0,3,0
"ENSG00000011028.14","MRC2",0,9,0
"ENSG00000011275.19","RNF216",0,6,0
"ENSG00000011347.10","SYT7",0,3,0
"ENSG00000011451.21","WIZ",0,2,0
"ENSG00000011485.15","PPP5C",0,1,0
"ENSG00000013810.21","TACC3",0,1,0
"ENSG00000017427.17","IGF1",0,1,0
"ENSG00000020181.18","ADGRA2",0,3,0
"ENSG00000022840.17","RNF10",0,4,0
"ENSG00000025434.19","NR1H3",0,30,0
"ENSG00000026103.23","FAS",0,1,0
"ENSG00000027697.15","IFNGR1",0,2,0
"ENSG00000028528.15","SNX1",0,1,0
"ENSG00000033800.14","PIAS1",0,14,0
"ENSG00000039523.20","RIPOR1",0,17,0
"ENSG00000044090.13","CUL7",0,4,0
"ENSG00000044115.21","CTNNA1",0,2,0
"ENSG00000048991.17","R3HDM1",0,8,0
"ENSG00000049323.16","LTBP1",0,1,0
"ENSG00000049656.14","CLPTM1L",0,1,0
"ENSG00000050405.14","LIMA1",0,4,0
"ENSG00000052126.15","PLEKHA5",0,1,0
"ENSG00000054611.14","TBC1D22A",0,24,0
"ENSG00000054654.20","SYNE2",0,1,0
"ENSG00000056277.16","ZNF280C",0,48,0
"ENSG00000056972.20","TRAF3IP2",0,1,0
"ENSG00000058668.15","ATP2B4",0,14,0
"ENSG00000058799.15","YIPF1",0,2,0
"ENSG00000061938.21","TNK2",0,6,0
"ENSG00000062598.18","ELMO2",0,5,0
"ENSG00000063244.13","U2AF2",0,2,0
"ENSG00000063587.15","ZNF275",0,1,0
"ENSG00000064687.13","ABCA7",0,2,0
"ENSG00000064932.16","SBNO2",0,1,0
"ENSG00000065000.19","AP3D1",0,8,0
"ENSG00000065154.12","OAT",0,3,0
"ENSG00000065361.17","ERBB3",0,5,0
"ENSG00000065717.15","TLE2",0,1,0
"ENSG00000066294.15","CD84",0,1,0
"ENSG00000070047.13","PHRF1",0,27,0
"ENSG00000070785.17","EIF2B3",0,2,0
"ENSG00000071073.13","MGAT4A",0,1,0
"ENSG00000071205.12","ARHGAP10",0,7,0
"ENSG00000071282.12","LMCD1",0,8,0
"ENSG00000071553.18","ATP6AP1",0,2,0
"ENSG00000071575.12","TRIB2",0,2,0
"ENSG00000072042.13","RDH11",0,4,0
"ENSG00000072062.15","PRKACA",0,3,0
"ENSG00000072274.13","TFRC",0,6,0
"ENSG00000072415.10","PALS1",0,3,0
"ENSG00000073910.23","FRY",0,1,0
"ENSG00000075073.16","TACR2",0,126,0
"ENSG00000075275.18","CELSR1",0,1,0
"ENSG00000075945.13","KIFAP3",0,8,0
"ENSG00000075975.17","MKRN2",0,3,0
"ENSG00000076770.15","MBNL3",0,1,0
"ENSG00000077157.22","PPP1R12B",0,134,0
"ENSG00000077238.14","IL4R",0,2,0
"ENSG00000079335.20","CDC14A",0,57,0
"ENSG00000080603.17","SRCAP",0,8,0
"ENSG00000080815.19","PSEN1",0,1,0
"ENSG00000081791.9","DELE1",0,2,0
"ENSG00000082438.18","COBLL1",0,1,0
"ENSG00000082701.17","GSK3B",0,1,0
"ENSG00000082996.20","RNF13",0,4,0
"ENSG00000083312.19","TNPO1",0,2,0
"ENSG00000083838.17","ZNF446",0,13,0
"ENSG00000083896.13","YTHDC1",0,4,0
"ENSG00000084093.19","REST",0,3,0
"ENSG00000085224.23","ATRX",0,1,0
"ENSG00000085832.17","EPS15",0,7,0
"ENSG00000085978.22","ATG16L1",0,1,0
"ENSG00000087152.16","ATXN7L3",0,9,0
"ENSG00000087269.16","NOP14",0,54,0
"ENSG00000087365.16","SF3B2",0,7,0
"ENSG00000087460.29","GNAS",0,1,0
"ENSG00000088038.19","CNOT3",0,2,0
"ENSG00000088280.20","ASAP3",0,8,0
"ENSG00000088298.13","EDEM2",0,1,0
"ENSG00000088387.21","DOCK9",0,3,0
"ENSG00000088448.14","ANKRD10",0,3,0
"ENSG00000088827.13","SIGLEC1",0,7,0
"ENSG00000088888.18","MAVS",0,8,0
"ENSG00000088970.16","KIZ",0,5,0
"ENSG00000089094.20","KDM2B",0,11,0
"ENSG00000089248.7","ERP29",0,17,0
"ENSG00000090565.17","RAB11FIP3",0,58,0
"ENSG00000090686.16","USP48",0,1,0
"ENSG00000090989.18","EXOC1",0,1,0
"ENSG00000091527.17","CDV3",0,16,0
"ENSG00000091656.19","ZFHX4",0,57,0
"ENSG00000091831.25","ESR1",0,2,0
"ENSG00000092439.16","TRPM7",0,12,0
"ENSG00000095637.23","SORBS1",0,1,0
"ENSG00000099250.18","NRP1",0,2,0
"ENSG00000099331.14","MYO9B",0,2,0
"ENSG00000099385.12","BCL7C",0,53,0
"ENSG00000099991.18","CABIN1",0,9,0
"ENSG00000099998.19","GGT5",0,2,0
"ENSG00000100003.18","SEC14L2",0,17,0
"ENSG00000100029.18","PES1",0,3,0
"ENSG00000100038.20","TOP3B",0,2,0
"ENSG00000100083.19","GGA1",0,3,0
"ENSG00000100292.18","HMOX1",0,2,0
"ENSG00000100294.13","MCAT",0,1,0
"ENSG00000100300.18","TSPO",0,6,0
"ENSG00000100348.10","TXN2",0,1,0
"ENSG00000100354.21","TNRC6B",0,1,0
"ENSG00000100365.16","NCF4",0,3,0
"ENSG00000100504.17","PYGL",0,1,0
"ENSG00000100567.13","PSMA3",0,23,0
"ENSG00000100592.16","DAAM1",0,1,0
"ENSG00000100600.15","LGMN",0,44,0
"ENSG00000100889.12","PCK2",0,14,0
"ENSG00000100983.12","GSS",0,4,0
"ENSG00000101079.21","NDRG3",0,2,0
"ENSG00000101216.11","GMEB2",0,2,0
"ENSG00000101335.10","MYL9",0,13,0
"ENSG00000102057.10","KCND1",0,2,0
"ENSG00000102804.15","TSC22D1",0,74,0
"ENSG00000102934.10","PLLP",0,61,0
"ENSG00000103005.12","USB1",0,77,0
"ENSG00000103423.14","DNAJA3",0,7,0
"ENSG00000103642.12","LACTB",0,1,0
"ENSG00000104320.14","NBN",0,15,0
"ENSG00000104824.18","HNRNPL",0,8,0
"ENSG00000104853.16","CLPTM1",0,14,0
"ENSG00000104880.19","ARHGEF18",0,1,0
"ENSG00000104886.12","PLEKHJ1",0,31,0
"ENSG00000104973.19","MED25",0,4,0
"ENSG00000104976.12","SNAPC2",0,1,0
"ENSG00000105088.9","OLFM2",0,6,0
"ENSG00000105204.14","DYRK1B",0,1,0
"ENSG00000105321.14","CCDC9",0,9,0
"ENSG00000105372.8","RPS19",0,63,0
"ENSG00000105429.13","MEGF8",0,5,0
"ENSG00000105519.18","CAPS",0,6,0
"ENSG00000105552.15","BCAT2",0,16,0
"ENSG00000105576.16","TNPO2",0,59,0
"ENSG00000105707.15","HPN",0,4,0
"ENSG00000105722.10","ERF",0,10,0
"ENSG00000105771.14","SMG9",0,6,0
"ENSG00000106052.14","TAX1BP1",0,5,0
"ENSG00000106261.17","ZKSCAN1",0,5,0
"ENSG00000106344.8","RBM28",0,1,0
"ENSG00000106355.10","LSM5",0,1,0
"ENSG00000106526.11","ACTR3C",0,13,0
"ENSG00000106682.16","EIF4H",0,5,0
"ENSG00000106799.13","TGFBR1",0,3,0
"ENSG00000106991.14","ENG",0,1,0
"ENSG00000107262.26","BAG1",0,6,0
"ENSG00000107562.17","CXCL12",0,24,0
"ENSG00000107949.17","BCCIP",0,1,0
"ENSG00000108039.18","XPNPEP1",0,1,0
"ENSG00000108423.15","TUBD1",0,3,0
"ENSG00000108669.17","CYTH1",0,2,0
"ENSG00000108950.12","FAM20A",0,1,0
