id	filename	md5	size	state
fd9842b9-97da-4268-8068-28bbcd2420aa	22e36c5e-8ac0-41f9-b87d-35096e888aad_gdc_realn_rehead.bam	47bedf3c9afcbfe45adb92468d5f60fc	8701867843	released
c827acc6-8c94-4e2f-9eeb-283cc2476060	f4cbec6d-2656-49cb-86ab-211842bc1558_gdc_realn_rehead.bam	d0dea375b8629e66f489ddaf75aea61c	12652438597	released
047ba995-ea3e-4a77-b9a3-ca61ada1fd1a	f8c9b254-63c9-4364-b0e0-beeaccac4709_gdc_realn_rehead.bam	48892ad531f9a1966816e1f88301b8d8	7687614485	released
1e6ba6f2-9ed4-422a-99a1-3c9f5c30c658	d4fe7ec4-e7a8-4861-8b3e-b99d70144f1c_gdc_realn_rehead.bam	2fc7fa05f7d208986ee4c701cc5a6ee3	6962809088	released
e96d9259-bbe6-461a-9f11-37f985253dea	a8752ef0-43bf-454a-bd07-550b05069290_gdc_realn_rehead.bam	41bedfe2bb93a92f4397da9bef78587b	13721280546	released
5c1cec83-ccc6-408f-abac-7606e050d58a	0d292f48-a023-4981-b3cd-85a366c4d023_gdc_realn_rehead.bam	1fa49077fda44f1529294473a128458e	7512690135	released
196d6e43-c916-48ce-a58a-843ef13005f5	8c601ca8-d542-4a94-b7a0-305420794be3_gdc_realn_rehead.bam	a0a512ef780a875fe70bca651303f935	6974057176	released
e3ebab82-0c64-417f-b8b9-da0c32482539	2478078a-779c-4394-9ac0-980e6ca163ce_gdc_realn_rehead.bam	b4c8aac881ff0ce1a59010816ea6bc56	11647740974	released
e3a5bd05-8cd3-4a63-a95e-6946a2d62232	9a5e0488-f3ed-4f34-a3a7-746596f3df40_gdc_realn_rehead.bam	607c6f50da84ac21a5804cd76d87e41f	4036183734	released
07c316ae-2d45-456b-b69f-712eab3d7065	ef6e5f1d-f99b-48e7-b4b1-859d5efc6d89_gdc_realn_rehead.bam	94efa3c1bbaa124b18d726a2f1c0284d	3914724682	released
70d515bc-4ccd-4dc1-bb8f-0e2ff65b87c5	157799fb-94ac-4588-9969-96b99e796e66_gdc_realn_rehead.bam	cb79e9fa132503d337fc4c5a058381fd	9575096482	released
199422b1-afe2-4599-9764-a81ef638073d	b056fd2d-08f4-4e0e-a5c0-9813b510c9e6_gdc_realn_rehead.bam	4e745a0a010f20222a8a00dc667a46b5	7266548079	released
a9fe3990-ab6f-436e-8073-b41fe7c2cf0e	c00e498d-7305-4a1e-bb44-3f149189353f_gdc_realn_rehead.bam	41009dd3fcc88bf39b8d006bc20b0234	7520451781	released
514a93da-9c6d-4030-8ce2-d470861690d3	21bdc691-2065-4888-85d7-1eb77a6515da_gdc_realn_rehead.bam	36601c689dbe851f1b8a8e533c81e4a9	4939794460	released
2f9f0580-3d06-4698-9f68-07b6b7f953f2	e3676c12-4dba-43d9-946b-231c25e9c030_gdc_realn_rehead.bam	bba0bc29cf71c12df5de8d6930d02d74	13588694542	released
12177766-2254-4faa-95b6-75083c1187ee	7cd6c2b0-2654-4411-9c29-ec83081bcb37_gdc_realn_rehead.bam	652095c16b64bc3eac98f2796d7b0bcd	7470387257	released
eee92fb4-507e-42d1-9e48-f2920d4be42e	6e799918-e374-44c3-8032-58066e21d5b0_gdc_realn_rehead.bam	49fc6c60cc76b51d408edd133a7c8c4e	7076622887	released
3b97963f-b054-4cd8-aa51-e2a9f87c5b06	bf98c6c4-705a-4f96-b88c-9ccccdd83434_gdc_realn_rehead.bam	0e6c59b5c3a8eb5905d854d5ef6d42a7	7571423183	released
70f615b8-b7f9-4686-ba7a-f57327704f06	eb3bd230-43b4-421d-a680-c539b4ca711d_gdc_realn_rehead.bam	662cfbdd46ee4cc98425cce99eb0ece1	7497445478	released
9f7c22a6-eaad-4842-b5aa-2248d4286789	37d12e31-7743-4aa6-b703-9cc74448041b_gdc_realn_rehead.bam	e5353ad439ecc0584e0db247fa682ecd	8610618644	released
8aaeeead-6eea-4a30-91ab-eb0ab237cb2f	b56ecd3c-e5d7-4be3-b2ac-d6062e1d5876_gdc_realn_rehead.bam	19b880c9593727697a32dfde2ead0980	4693070036	released
b055526f-6b23-45a3-a356-03ef60078111	ac4258e0-b667-4af4-bdb2-3a8b1f316646_gdc_realn_rehead.bam	8b286c3502b284c052d0d844461e5060	7266374432	released
ff6142f6-8408-4683-b586-08e015efed26	250f1e54-c743-40c9-8325-d6da5ab7b778_gdc_realn_rehead.bam	d32672def3e3fe8f05fe400fd7976320	10156053324	released
e52c3b95-e3de-43e8-ae1f-e23c4fd686d7	56fb008e-ef99-4f46-b9a2-e7bf371c4c26_gdc_realn_rehead.bam	a5959442e10bcb910c2cd9422551b13d	8912578736	released
5087c255-8efb-4695-9dea-53900a5ed8d3	b9c6e441-1080-42f3-b4f4-21fc3af6e8ba_gdc_realn_rehead.bam	4ab04a5f2d6f5ff61e98aeeae6ced99d	10355422688	released
e8e2410a-02e8-4463-800e-850acc347835	bc43fa3e-a2ae-44b4-bab6-e9ecd4bcc07e_gdc_realn_rehead.bam	23fb0a59fe7017c4a15ca68bb06e092f	6893264628	released
500b3dfa-fd7f-4bfb-8fda-3bfd3dc75fa3	be130ebf-b5a5-4ee1-8e57-4faa599ef8c8_gdc_realn_rehead.bam	c6daa84c72b0bd4614aebd9e2ff8a5f3	5856206145	released
0edfc343-c1b5-425c-8d76-e035274d9833	41a3519f-4d29-49be-baa3-45640faf274c_gdc_realn_rehead.bam	d33b221d5e68d5cb057f7b821da891d5	11207143165	released
5ddaa9cb-f3a4-4e7b-8ed7-1d25820ece22	da291e36-8d36-4661-82a0-cf459933f82f_gdc_realn_rehead.bam	307fc8cc7525adac2a199d2676c10922	10756725066	released
53598d6a-2586-4d3f-b6c9-8e5f91f2ffec	4dde5a48-4bf6-4172-8870-193dca730173_gdc_realn_rehead.bam	a32f069659f2c302ef3a16c45d3aa4dd	8613048294	released
b187472a-04ab-4991-b5c3-ea17d62f3a88	369d5993-f340-4fa0-941e-3ec1d61aa108_gdc_realn_rehead.bam	dd705ab820d5bf181231f3bef578290c	6830635909	released
c3eb0297-644e-4c97-ba5c-c9d666965411	7701d6c4-fc1d-4724-9dab-6c6c96147bbc_gdc_realn_rehead.bam	be242d2bb7ba1fbf12b10701017e57d7	6464905220	released
49a3c7c4-4184-480f-8da0-484f5ab766b0	069c3f4e-fa4f-421d-9e47-63f341341699_gdc_realn_rehead.bam	3b50fddcb2f307ca5ad3ff05ce05c89b	7545389734	released
02478525-18c2-4661-9546-c12cae4271aa	fdbc62bb-592f-4452-904a-02e51088b0d6_gdc_realn_rehead.bam	e2338e17728466f9019f7767cc61cc1a	5819817789	released
df013699-01a9-4a53-8d1a-49c63777981a	38f783b9-8a82-43a8-b9db-eda3233a9dc4_gdc_realn_rehead.bam	c8a16b5142778529767c556b5de6d91f	7445954352	released
f2e95cbc-c185-4bbc-92bb-d036de026db5	aa792a48-11d7-452e-8fef-bb02eb275317_gdc_realn_rehead.bam	d55869370c8f0bb7c2493ece1291b212	10816933148	released
4ce8e91c-fb6d-46f4-971d-52cd0d8cb2fa	c2a9d9c6-8391-4752-b26b-190d278dc2f6_gdc_realn_rehead.bam	bf5292f694da969c031d52c92d092100	8047719137	released
1b536065-e372-4834-8862-e67a782cef4e	93020b3a-9cef-40fb-8584-1203c9b86794_gdc_realn_rehead.bam	6732de9e559caf65cdf10f8d8f5819a1	9934053286	released
55850461-c8a0-40b2-947b-8a7cbcf1d667	af9c89f8-08f1-4baa-a858-ceb4b3279e26_gdc_realn_rehead.bam	ce5ecb0cffc468db62134ed5fd60b61b	8842456336	released
152cc35b-4bb8-4ca7-ab6e-536e388d80cd	92c345f5-44d9-4614-b15c-5b5cd19b55fc_gdc_realn_rehead.bam	ebc8fdee09da55f6b9453cdbdd65a5be	9247786584	released
fafde957-1ae0-4952-be02-63336a383131	3c962878-d716-4e4e-85d3-63b7d52190d0_gdc_realn_rehead.bam	6f7b90c6d47613ad4fae305f77a14d6f	5917595116	released
11916c7c-fa91-4c5c-b30c-08aa72a3a972	745bd60f-11f1-4130-b2ec-ab10339c659c_gdc_realn_rehead.bam	99e8d0a7eb71458d0a78f5ec13aa80db	7395987776	released
2dae139f-1f00-4916-af87-b8a72e6fe13b	21584f87-1a45-477f-95a4-725609966a26_gdc_realn_rehead.bam	2a0ef3e0fad6d0b0b7dd7c9e200a5e3e	6864137979	released
6577d05f-507e-46c6-b853-c2d062c5dde6	ba670b32-c765-4c29-ab38-ec65d30ae22a_gdc_realn_rehead.bam	6a264446d2547314eb84e724d92daba1	6333797484	released
876a1e36-fb72-4fab-b69d-355acabee7f3	3fbd2e82-95c1-40c1-86dd-bd7d2e87ab08_gdc_realn_rehead.bam	f4441f39ddf3d30a15fe3dc843226645	3891475758	released
87876b23-f561-4405-a247-06c54e8db349	d466b5e1-894a-4922-bc25-e7c59098deb9_gdc_realn_rehead.bam	a22704b0ca961b47c830b516701fb9a2	9201780227	released
5bdc302e-94f7-45af-96ee-2ea25c4ad3d5	e0a8e621-add7-4827-98e4-0ac267c0d2a3_gdc_realn_rehead.bam	b7457b4a98ac1b86dcc6b9d740bf6caf	5034958310	released
218b3a45-cf88-4c93-93ef-f80e1812dcdc	858c1acd-726a-48af-9a3e-ae41a91df916_gdc_realn_rehead.bam	ee25d92e863c796b6fb2c9d255ac741b	13810383887	released
d4374b78-cfc3-40e1-8f25-1c3217003495	d6125c5e-3bdd-4992-8c36-5d9a4faaf502_gdc_realn_rehead.bam	efd736b10560a0fb7eb9067ef2acac63	8708396938	released
6c7a4e11-b60a-4d87-9e7b-8a5093b49114	1bc73950-9b27-4e14-a152-2cca34397565_gdc_realn_rehead.bam	a30b507347e6317a27e60fd37df2ac41	7599807377	released
d8521e13-99a6-4f94-9e83-d990eaf6f07d	02b67fb3-0e7f-4730-b494-cb768e94840d_gdc_realn_rehead.bam	d713f4ca88e54a49175e6f705325dbfa	7563677511	released
bfee19ef-e5ac-43d2-9313-310ae1e3b469	8b22f4c4-479e-4610-aec5-8e366dd75df3_gdc_realn_rehead.bam	29c34379f88e8b6a9946f0ac7a994451	6600489893	released
7a0c0e5e-a498-4b52-951f-3fbb5eac60fe	4f0ef0d8-9dc6-4388-afaa-00ae1c5af8ae_gdc_realn_rehead.bam	665f3fbc94c77874fdf7f8bf66a12dc1	7308474524	released
d0e87d3d-bfac-423e-952c-bf347c8e4c99	f175516e-1bb9-4af7-811c-968231437604_gdc_realn_rehead.bam	f5964357417bb51a1fd94bf46c5420f8	7802748056	released
6da91052-f931-40b9-be1e-7fa3e9bb68f7	9531ac98-fef6-4d7a-a444-ba83b7eb0f92_gdc_realn_rehead.bam	6197697a6470bb23d81d0a53ece7c792	6209423564	released
85b3d5e7-6896-4fa8-9b15-152bd4c1fb40	781869c8-78ad-46bf-99d2-3cbe6cc24cd5_gdc_realn_rehead.bam	5c4037916bc923695efcd91dff816178	7042610280	released
53c47f05-bf62-4085-a013-3a4b308e86be	b16d9a52-1734-4173-95d1-4f4fe7e10db1_gdc_realn_rehead.bam	6d8dc8e4782100342156bd1fa21cb46f	8869239935	released
c570b43b-afdb-4851-bafb-d0d1ec94e146	f7307ea4-7c89-43b5-9dc7-a5922e42ad89_gdc_realn_rehead.bam	016eeb4dc44197fd49830458b8cb9e3b	9817637265	released
e39a64b4-f3b0-4ae7-8e97-41c9999c3ead	475ad767-90e8-4f31-af79-e343a653fe58_gdc_realn_rehead.bam	cc86e0b9ea94b93f7da24a82bd0a7c45	8493517098	released
85a51207-b50f-4629-8111-38f3d2b76bea	d5deaaca-cbb4-466e-b559-dcadd24be16d_gdc_realn_rehead.bam	6f4ed2ad410582f278eb0a0af6b014bc	9775792143	released
bfc188ec-9cc7-4c18-ae38-b611ebdd5790	46df032d-64fa-4b37-8011-de955863d091_gdc_realn_rehead.bam	140f28fe455d6e84a7d9fbff919f57cd	6991236271	released
a8329b1a-c613-425d-8726-6e8de23fe54a	67f4ff56-8b3a-49a3-b6c4-ed19308d70ad_gdc_realn_rehead.bam	7a62992414a410392e9774622f50e7e3	6403101756	released
891f8ce8-d44e-4e9c-9d11-4603ba517253	fe63d2ea-7803-4596-8452-581494aa25d3_gdc_realn_rehead.bam	d206fd8a9a611226c81b222b33ac2ba3	7471275399	released
1fc91a38-29a6-4325-a8e2-8ebf3c1b35d9	1e8ff09a-a87f-4736-b36a-dd1c41cd188b_gdc_realn_rehead.bam	86fdd4944d0f0e80e3b639eb8b4cd7d6	5432103053	released
